run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf2_q1,tpch,2,q1,cpu,173,57,58.3,82.42,1103,915,56.7,59.1,3445,4.2,20,3.2,110.1,3.0,6.3,OK
tpch_sf2_q2,tpch,2,q2,cpu,1112,9,9.0,89.31,1186,1111,53.7,55.0,3445,3.8,8,0.5,110.6,3.2,1.0,OK
tpch_sf2_q3,tpch,2,q3,cpu,257,39,40.0,140.17,1886,1885,53.6,55.3,3445,2.3,12,2.1,110.1,2.9,4.3,OK
tpch_sf2_q4,tpch,2,q4,cpu,400,25,25.7,187.38,2528,2311,53.7,55.2,3445,1.5,7,1.3,109.8,3.1,2.7,OK
tpch_sf2_q5,tpch,2,q5,cpu,228,43,44.3,123.80,1668,602,54.1,55.9,3445,3.9,12,2.3,109.8,3.0,4.7,OK
tpch_sf2_q6,tpch,2,q6,cpu,334,30,30.9,143.92,1923,1782,53.5,54.9,3441,2.5,8,1.6,112.3,3.0,3.4,OK
tpch_sf2_q7,tpch,2,q7,cpu,223,45,46.0,121.96,1640,1302,53.9,55.3,3445,2.9,12,2.4,-2629.6,3.0,-118.3,OK
tpch_sf2_q8,tpch,2,q8,cpu,197,51,53.4,113.53,1529,1381,53.9,55.5,3445,2.4,13,2.8,109.3,3.0,5.6,OK
tpch_sf2_q9,tpch,2,q9,cpu,152,63,66.3,98.43,1329,948,54.8,56.2,3447,4.0,18,3.5,109.6,3.0,6.9,OK
tpch_sf2_q10,tpch,2,q10,cpu,239,42,43.0,123.07,1661,1482,53.9,55.6,3447,1.8,11,2.3,109.5,3.1,4.6,OK
tpch_sf2_q11,tpch,2,q11,cpu,385,26,27.1,35.63,467,363,62.0,64.2,3447,10.7,15,1.6,112.0,3.3,2.9,OK
tpch_sf2_q12,tpch,2,q12,cpu,55,180,184.3,45.28,605,477,54.4,56.0,3445,6.2,22,9.8,109.6,3.0,19.7,OK
tpch_sf2_q13,tpch,2,q13,cpu,159,63,64.3,33.31,440,281,87.4,94.5,3447,24.1,35,5.5,108.9,2.8,6.9,OK
tpch_sf2_q14,tpch,2,q14,cpu,65,153,155.6,44.71,598,438,54.3,55.7,3441,7.1,22,8.3,109.6,3.0,16.8,OK
tpch_sf2_q15,tpch,2,q15,cpu,67,147,150.3,44.25,591,344,54.1,55.2,3449,10.5,22,7.9,109.1,3.0,16.0,OK
tpch_sf2_q16,tpch,2,q16,cpu,209,47,48.3,31.55,417,333,66.3,69.9,3441,24.3,26,3.1,109.4,2.9,5.1,OK
tpch_sf2_q17,tpch,2,q17,cpu,60,168,172.6,44.41,593,393,53.8,56.9,3447,5.6,34,9.0,111.4,2.8,18.7,OK
tpch_sf2_q18,tpch,2,q18,cpu,49,201,207.0,44.56,598,460,54.6,56.5,3447,10.8,37,11.0,109.8,2.9,22.1,OK
tpch_sf2_q19,tpch,2,q19,cpu,50,196,202.1,39.46,528,34,62.8,66.8,6553,61.0,61,12.3,108.4,2.7,21.2,OK
tpch_sf2_q20,tpch,2,q20,cpu,56,178,182.0,47.04,630,392,54.6,56.1,3445,9.2,23,9.7,109.8,3.0,19.5,OK
tpch_sf2_q21,tpch,2,q21,cpu,34,299,305.0,36.98,489,318,78.1,96.2,12785,16.0,74,23.4,110.0,2.7,32.9,OK
tpch_sf2_q22,tpch,2,q22,cpu,264,38,39.3,42.95,569,552,54.5,74.5,3447,5.2,18,2.1,110.9,3.0,4.2,OK
