run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q01,tpch,1,q01,1821,0.0010,0.0056,23.34,274,231,62.6,103.5,15841,33.6,75,0.06,114.9,1.8,0.11,OK
tpch_sf1_q02,tpch,1,q02,2668,0.0050,0.0075,28.35,352,306,39.2,40.5,15841,17.5,33,0.20,113.3,1.8,0.57,OK
tpch_sf1_q03,tpch,1,q03,2502,0.0020,0.0040,22.84,269,229,43.0,50.3,15841,14.2,48,0.09,118.5,1.9,0.24,OK
tpch_sf1_q04,tpch,1,q04,3159,0.0020,0.0034,23.19,271,208,45.7,55.2,15841,17.1,35,0.09,110.6,1.8,0.22,OK
tpch_sf1_q05,tpch,1,q05,3334,0.0020,0.0048,20.29,248,188,44.3,46.9,15841,18.2,24,0.09,117.6,1.8,0.24,OK
tpch_sf1_q06,tpch,1,q06,6667,0.0020,0.0025,21.20,261,213,67.6,70.1,15841,43.3,48,0.14,110.7,1.8,0.22,OK
tpch_sf1_q07,tpch,1,q07,1431,0.0040,0.0063,21.97,252,210,40.2,45.4,15841,11.3,25,0.16,116.0,1.9,0.46,OK
tpch_sf1_q08,tpch,1,q08,4000,0.0040,0.0077,35.49,442,402,40.8,44.3,15841,12.7,23,0.16,112.5,1.8,0.45,OK
tpch_sf1_q09,tpch,1,q09,5000,0.0030,0.0056,36.65,450,401,51.8,57.2,15841,27.8,40,0.16,114.8,1.8,0.34,OK
tpch_sf1_q10,tpch,1,q10,5000,0.0020,0.0051,34.39,422,370,47.5,51.2,15841,25.4,35,0.10,115.5,1.8,0.23,OK
tpch_sf1_q11,tpch,1,q11,10000,0.0010,0.0022,47.79,602,532,38.7,39.5,15841,10.6,14,0.04,113.5,1.8,0.11,OK
tpch_sf1_q12,tpch,1,q12,6668,0.0020,0.0037,33.64,417,368,50.2,54.0,15841,24.5,33,0.10,115.0,1.8,0.23,OK
tpch_sf1_q13,tpch,1,q13,16670,0.0060,0.0078,21.79,242,56,37.9,42.3,15839,12.2,65,0.23,113.7,1.9,0.68,OK
tpch_sf1_q14,tpch,1,q14,13334,0.0010,0.0024,39.99,495,429,43.9,45.8,15841,16.3,21,0.04,117.1,1.8,0.12,OK
tpch_sf1_q15,tpch,1,q15,5000,0.0010,0.0033,20.61,255,188,43.8,44.9,15841,17.8,19,0.04,112.1,1.8,0.11,OK
tpch_sf1_q16,tpch,1,q16,667,0.0020,0.0098,10.76,361,128,46.0,57.6,15841,49.4,72,0.09,123.3,1.8,0.25,FALLBACK
tpch_sf1_q17,tpch,1,q17,4446,0.0010,0.0046,28.84,356,292,52.3,59.2,15841,38.9,58,0.05,112.9,1.8,0.11,OK
tpch_sf1_q18,tpch,1,q18,4446,0.0040,0.0068,38.83,482,430,73.4,83.1,15841,48.0,57,0.29,117.6,1.8,0.47,OK
tpch_sf1_q19,tpch,1,q19,0,,,,0,0,,,,,,,,,,FALLBACK
tpch_sf1_q20,tpch,1,q20,1938,0.0030,0.0056,23.77,280,231,40.5,44.1,15841,17.6,36,0.12,112.3,1.8,0.34,OK
tpch_sf1_q21,tpch,1,q21,1251,0.0040,0.0084,23.33,282,206,47.7,61.8,15841,18.5,58,0.19,118.0,1.8,0.47,OK
tpch_sf1_q22,tpch,1,q22,3000,0.0020,0.0040,24.86,295,230,38.7,41.9,15841,9.1,41,0.08,112.6,1.8,0.23,OK
