run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,26668,0.0030,0.0052,27.29,318,170,53.9,77.7,15841,26.3,50,0.16,115.9,1.9,0.35,OK
h2o_sf1gb_q10,h2o,1gb,q10,8000,0.0090,0.0177,20.66,235,126,52.1,85.3,15831,32.0,92,0.47,119.7,1.9,1.08,OK
h2o_sf1gb_q2,h2o,1gb,q2,25000,0.0040,0.0045,22.41,251,155,38.6,46.7,15803,0.6,17,0.15,112.1,1.8,0.45,OK
h2o_sf1gb_q3,h2o,1gb,q3,13336,0.0050,0.0061,18.47,1736,1472,88.7,98.3,15471,96.6,100,0.44,128.0,1.8,0.64,TIMEOUT
h2o_sf1gb_q4,h2o,1gb,q4,0,0.0000,0.0000,0.00,61,35,44.5,46.7,15841,28.7,32,0.00,119.0,1.9,0.00,FALLBACK
h2o_sf1gb_q5,h2o,1gb,q5,20000,0.0050,0.0062,22.27,251,105,40.4,50.9,15835,10.5,78,0.20,112.4,1.8,0.56,OK
h2o_sf1gb_q6,h2o,1gb,q6,16670,0.0050,0.0092,22.58,256,213,39.8,51.5,15839,8.5,77,0.20,119.0,1.9,0.59,OK
h2o_sf1gb_q7,h2o,1gb,q7,25000,0.0040,0.0057,22.55,253,218,42.6,60.6,15835,11.9,70,0.17,121.3,1.9,0.49,OK
h2o_sf1gb_q8,h2o,1gb,q8,10000,0.0100,0.0122,23.47,265,265,44.0,62.9,15841,11.1,90,0.44,111.6,1.9,1.12,OK
h2o_sf1gb_q9,h2o,1gb,q9,7695,0.0130,0.0138,23.57,267,259,41.5,69.2,15835,9.4,80,0.54,116.6,1.9,1.52,OK
