power_limit_w,sm_clock_mhz,engine,benchmark,sf,query,min_ms,avg_power_w,max_power_w,energy_j,cpu_energy_j,avg_gpu_util,status
450,1800,maximus,tpch,2,q4,26,36.1,36.7,0.9,2.9,1.6,OK
450,1800,maximus,tpch,2,q5,45,37.0,41.9,1.7,5.2,6.7,OK
450,1800,maximus,tpch,2,q6,31,40.5,41.2,1.3,3.8,25.3,OK
450,1800,maximus,tpch,2,q7,46,40.8,41.6,1.9,5.6,25.9,OK
450,1800,maximus,tpch,2,q8,53,40.5,41.5,2.1,6.5,23.8,OK
450,1800,maximus,tpch,2,q9,67,41.3,42.4,2.8,8.1,25.9,OK
450,1800,maximus,tpch,2,q10,43,39.2,41.5,1.7,5.2,22.1,OK
450,1800,maximus,tpch,2,q11,27,44.4,45.8,1.2,3.3,38.5,OK
450,1800,maximus,tpch,2,q12,185,39.5,40.8,7.3,22.3,24.7,OK
450,1800,maximus,tpch,2,q13,75,56.4,61.3,4.2,-765.5,51.4,OK
450,1800,maximus,tpch,2,q14,156,39.8,45.6,6.2,18.8,27.1,OK
450,1800,maximus,tpch,2,q15,150,39.8,40.7,6.0,18.0,27.2,OK
450,1800,maximus,tpch,2,q16,60,45.4,47.5,2.7,7.2,51.8,OK
450,1800,maximus,tpch,2,q17,170,52.5,53.9,8.9,20.3,37.0,OK
450,1800,maximus,tpch,2,q18,204,52.8,54.7,10.8,24.5,39.2,OK
450,1800,maximus,tpch,2,q19,226,57.2,62.0,12.9,27.2,39.4,OK
450,1800,maximus,tpch,2,q20,188,52.9,55.2,9.9,22.7,47.0,OK
450,1800,maximus,tpch,2,q21,389,64.8,77.2,25.2,46.2,57.9,OK
450,1800,maximus,tpch,2,q22,42,54.0,55.5,2.3,5.0,49.7,OK
450,2400,maximus,h2o,1gb,q1,11,69.7,71.7,0.8,1.3,35.9,OK
450,2400,maximus,h2o,1gb,q2,19,71.4,75.1,1.4,2.3,38.0,OK
450,2400,maximus,h2o,1gb,q3,22,73.3,76.3,1.6,2.6,39.8,OK
450,2400,maximus,h2o,1gb,q4,19,71.0,73.0,1.3,2.3,35.1,OK
450,2400,maximus,h2o,1gb,q5,21,72.8,74.6,1.5,2.5,40.0,OK
450,2400,maximus,h2o,1gb,q6,200,112.5,118.5,22.5,23.6,80.4,OK
450,2400,maximus,h2o,1gb,q7,16,71.9,75.2,1.2,1.9,37.0,OK
450,2400,maximus,h2o,1gb,q9,20,70.4,73.3,1.4,2.4,39.0,OK
450,2400,maximus,h2o,1gb,q10,48,71.8,73.7,3.4,5.8,44.2,OK
450,2400,maximus,h2o,2gb,q1,23,62.4,72.1,1.4,2.8,29.7,OK
450,2400,maximus,h2o,2gb,q2,38,65.6,68.2,2.5,4.6,36.2,OK
450,2400,maximus,h2o,2gb,q3,42,66.9,69.5,2.8,5.0,37.1,OK
450,2400,maximus,h2o,2gb,q4,37,64.8,66.8,2.4,4.5,32.9,OK
450,2400,maximus,h2o,2gb,q5,40,66.4,68.5,2.7,4.8,35.4,OK
450,2400,maximus,h2o,2gb,q6,409,101.8,116.0,41.6,48.2,80.1,OK
450,2400,maximus,h2o,2gb,q7,33,67.0,70.6,2.2,4.0,35.6,OK
450,2400,maximus,h2o,2gb,q9,40,66.7,69.0,2.7,4.8,35.5,OK
450,2400,maximus,h2o,2gb,q10,97,68.7,71.5,6.7,11.7,40.4,OK
450,2400,maximus,tpch,1,q1,28,72.8,77.1,2.0,3.4,37.7,OK
450,2400,maximus,tpch,1,q2,6,74.9,78.5,0.4,0.7,58.2,OK
450,2400,maximus,tpch,1,q3,20,69.7,72.9,1.4,2.4,36.8,OK
450,2400,maximus,tpch,1,q4,13,67.6,70.6,0.9,1.6,35.6,OK
450,2400,maximus,tpch,1,q5,22,68.8,72.7,1.5,2.7,36.8,OK
450,2400,maximus,tpch,1,q6,15,66.9,69.2,1.0,-31.8,35.3,OK
450,2400,maximus,tpch,1,q7,23,67.3,69.8,1.5,2.8,37.2,OK
450,2400,maximus,tpch,1,q8,26,67.3,69.7,1.7,3.1,36.9,OK
450,2400,maximus,tpch,1,q9,33,68.1,71.3,2.2,4.0,39.3,OK
450,2400,maximus,tpch,1,q10,22,66.7,69.1,1.5,2.6,38.1,OK
450,2400,maximus,tpch,1,q11,14,71.8,76.2,1.0,1.7,52.0,OK
450,2400,maximus,tpch,1,q12,90,67.3,69.2,6.1,10.8,42.5,OK
450,2400,maximus,tpch,1,q13,34,86.9,90.9,3.0,4.1,55.4,OK
450,2400,maximus,tpch,1,q14,77,67.3,69.6,5.2,9.2,40.2,OK
450,2400,maximus,tpch,1,q15,74,66.7,69.3,4.9,9.0,38.0,OK
450,2400,maximus,tpch,1,q16,35,72.8,74.9,2.5,4.2,65.0,OK
450,2400,maximus,tpch,1,q17,80,67.7,69.9,5.4,9.7,48.6,OK
450,2400,maximus,tpch,1,q18,94,67.2,69.8,6.3,11.4,37.5,OK
450,2400,maximus,tpch,1,q19,98,74.8,80.9,7.3,11.8,40.9,OK
450,2400,maximus,tpch,1,q20,94,69.8,72.6,6.6,11.2,48.7,OK
450,2400,maximus,tpch,1,q21,191,82.6,89.2,15.8,22.7,48.4,OK
450,2400,maximus,tpch,1,q22,20,69.0,71.1,1.4,2.4,49.4,OK
450,2400,maximus,tpch,2,q1,58,68.8,72.2,4.0,7.0,39.0,OK
450,2400,maximus,tpch,2,q2,9,70.0,72.3,0.6,1.1,46.3,OK
450,2400,maximus,tpch,2,q3,39,64.7,67.3,2.5,4.7,33.6,OK
450,2400,maximus,tpch,2,q4,25,64.7,67.1,1.6,3.0,33.2,OK
450,2400,maximus,tpch,2,q5,44,64.9,67.5,2.9,5.3,34.3,OK
450,2400,maximus,tpch,2,q6,30,64.3,66.4,1.9,3.6,32.8,OK
450,2400,maximus,tpch,2,q7,45,58.3,66.7,2.6,5.4,26.9,OK
450,2400,maximus,tpch,2,q8,52,47.1,48.1,2.4,6.2,20.2,OK
450,2400,maximus,tpch,2,q9,65,48.2,49.4,3.1,7.8,20.9,OK
450,2400,maximus,tpch,2,q10,43,47.5,48.6,2.0,5.1,20.4,OK
450,2400,maximus,tpch,2,q11,26,54.1,55.5,1.4,3.1,35.1,OK
450,2400,maximus,tpch,2,q12,185,48.0,49.2,8.9,22.3,23.9,OK
450,2400,maximus,tpch,2,q13,66,70.5,75.5,4.7,7.9,48.0,OK
450,2400,maximus,tpch,2,q14,155,48.4,49.0,7.5,18.5,22.6,OK
450,2400,maximus,tpch,2,q15,153,48.3,49.0,7.4,-921.7,23.1,OK
450,2400,maximus,tpch,2,q16,51,55.6,58.3,2.8,6.1,44.3,OK
450,2400,maximus,tpch,2,q17,169,46.9,50.0,7.9,20.5,14.1,OK
450,2400,maximus,tpch,2,q18,203,66.9,69.5,13.6,24.5,33.7,OK
450,2400,maximus,tpch,2,q19,210,74.2,78.8,15.6,25.4,47.7,OK
450,2400,maximus,tpch,2,q20,188,67.9,70.6,12.8,22.5,38.5,OK
450,2400,maximus,tpch,2,q21,357,83.4,96.0,29.8,42.8,57.8,OK
450,2400,maximus,tpch,2,q22,40,69.6,71.9,2.8,4.8,45.2,OK
450,3090,maximus,h2o,1gb,q1,11,67.3,69.3,0.7,1.3,19.6,OK
450,3090,maximus,h2o,1gb,q2,19,68.5,70.6,1.3,2.3,22.7,OK
450,3090,maximus,h2o,1gb,q3,21,69.7,71.6,1.5,2.5,23.1,OK
450,3090,maximus,h2o,1gb,q4,18,67.4,69.0,1.2,2.2,20.9,OK
450,3090,maximus,h2o,1gb,q5,20,69.6,71.3,1.4,2.4,23.8,OK
450,3090,maximus,h2o,1gb,q6,148,127.6,139.0,18.9,17.5,69.1,OK
450,3090,maximus,h2o,1gb,q7,16,69.1,70.7,1.1,1.9,21.6,OK
450,3090,maximus,h2o,1gb,q9,20,70.1,72.3,1.4,2.4,23.9,OK
450,3090,maximus,h2o,1gb,q10,48,72.0,73.9,3.5,5.8,26.7,OK
450,3090,maximus,h2o,2gb,q1,23,66.9,68.8,1.5,2.8,21.0,OK
450,3090,maximus,h2o,2gb,q2,38,67.7,70.0,2.6,4.6,20.8,OK
450,3090,maximus,h2o,2gb,q3,41,77.4,80.2,3.2,4.9,27.6,OK
450,3090,maximus,h2o,2gb,q4,37,75.5,78.1,2.8,4.4,24.6,OK
450,3090,maximus,h2o,2gb,q5,40,77.2,79.9,3.1,4.8,27.6,OK
450,3090,maximus,h2o,2gb,q6,352,129.1,153.5,45.4,41.9,45.9,OK
450,3090,maximus,h2o,2gb,q7,32,76.9,80.1,2.5,3.8,23.0,OK
450,3090,maximus,h2o,2gb,q9,40,77.4,81.1,3.1,4.8,26.4,OK
450,3090,maximus,h2o,2gb,q10,96,80.9,84.6,7.8,11.6,30.9,OK
450,3090,maximus,tpch,1,q1,28,87.5,90.1,2.4,3.4,31.0,OK
450,3090,maximus,tpch,1,q2,5,90.9,94.2,0.5,0.6,50.3,OK
450,3090,maximus,tpch,1,q3,20,82.3,90.2,1.6,2.4,25.7,OK
450,3090,maximus,tpch,1,q4,12,87.6,91.0,1.1,1.5,30.9,OK
450,3090,maximus,tpch,1,q5,22,88.0,91.3,1.9,2.7,31.5,OK
450,3090,maximus,tpch,1,q6,15,87.5,93.3,1.3,1.8,28.9,OK
450,3090,maximus,tpch,1,q7,23,87.5,90.9,2.0,-46.4,33.4,OK
450,3090,maximus,tpch,1,q8,26,87.8,91.2,2.3,3.1,32.4,OK
450,3090,maximus,tpch,1,q9,32,88.6,91.5,2.8,3.8,32.5,OK
450,3090,maximus,tpch,1,q10,21,121.3,187.9,2.5,2.5,45.6,OK
450,3090,maximus,tpch,1,q11,14,181.3,189.3,2.5,1.7,76.6,OK
450,3090,maximus,tpch,1,q12,90,177.5,190.4,16.0,11.2,71.1,OK
450,3090,maximus,tpch,1,q13,32,180.7,194.3,5.8,4.0,69.7,OK
450,3090,maximus,tpch,1,q14,77,158.0,168.3,12.2,9.5,55.5,OK
450,3090,maximus,tpch,1,q15,74,114.4,167.5,8.5,9.2,34.7,OK
450,3090,maximus,tpch,1,q16,32,126.8,131.7,4.1,3.9,54.5,OK
450,3090,maximus,tpch,1,q17,78,112.9,124.0,8.8,9.7,34.5,OK
450,3090,maximus,tpch,1,q18,94,168.2,173.3,15.8,11.6,59.8,OK
450,3090,maximus,tpch,1,q19,95,168.3,180.1,16.0,11.7,58.9,OK
450,3090,maximus,tpch,1,q20,89,107.5,173.9,9.6,11.0,33.2,OK
450,3090,maximus,tpch,1,q21,160,132.2,146.7,21.2,19.8,53.6,OK
450,3090,maximus,tpch,1,q22,20,116.5,126.2,2.3,2.5,40.0,OK
450,3090,maximus,tpch,2,q1,57,77.0,80.4,4.4,6.8,25.2,OK
450,3090,maximus,tpch,2,q2,9,76.2,79.2,0.7,1.1,34.8,OK
450,3090,maximus,tpch,2,q3,39,73.4,76.4,2.9,4.7,20.4,OK
450,3090,maximus,tpch,2,q4,25,73.2,75.7,1.8,3.0,21.9,OK
450,3090,maximus,tpch,2,q5,43,73.6,76.1,3.2,5.2,24.1,OK
450,3090,maximus,tpch,2,q6,30,68.7,75.5,2.1,3.6,18.8,OK
450,3090,maximus,tpch,2,q7,45,65.0,67.3,2.9,5.4,18.3,OK
450,3090,maximus,tpch,2,q8,51,65.1,66.8,3.3,6.1,19.1,OK
450,3090,maximus,tpch,2,q9,65,65.7,67.8,4.3,7.8,18.9,OK
450,3090,maximus,tpch,2,q10,42,64.8,66.6,2.7,5.1,19.4,OK
450,3090,maximus,tpch,2,q11,26,73.1,75.0,1.9,3.1,29.1,OK
450,3090,maximus,tpch,2,q12,185,65.5,67.3,12.1,22.2,21.7,OK
450,3090,maximus,tpch,2,q13,63,95.7,102.1,6.0,7.5,32.1,OK
450,3090,maximus,tpch,2,q14,155,64.8,79.4,10.0,18.8,22.6,OK
450,3090,maximus,tpch,2,q15,149,64.3,66.5,9.6,18.1,20.7,OK
450,3090,maximus,tpch,2,q16,47,192.5,200.5,9.0,-317.8,94.2,OK
450,3090,maximus,tpch,2,q17,170,194.4,199.2,33.0,20.6,88.1,OK
450,3090,maximus,tpch,2,q18,204,191.6,200.3,39.1,25.0,83.6,OK
450,3090,maximus,tpch,2,q19,233,201.2,210.1,46.9,28.4,89.0,OK
450,3090,maximus,tpch,2,q20,237,195.9,203.4,46.4,28.8,88.2,OK
450,3090,maximus,tpch,2,q21,298,96.3,179.0,28.7,36.3,40.7,OK
450,3090,maximus,tpch,2,q22,39,69.2,71.2,2.7,4.7,30.8,OK
