run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,40002,0.0020,0.0027,23.63,289,193,56.1,63.7,15839,3.8,57,0.11,109.4,1.8,0.22,OK
h2o_sf1gb_q10,h2o,1gb,q10,14290,0.0070,0.0075,21.71,268,170,64.6,96.4,15837,5.6,76,0.45,109.7,1.9,0.77,OK
h2o_sf1gb_q2,h2o,1gb,q2,33335,0.0030,0.0034,20.02,248,243,56.9,80.3,15837,6.0,52,0.17,110.6,1.8,0.33,OK
h2o_sf1gb_q3,h2o,1gb,q3,25000,0.0040,0.0044,20.33,248,163,59.0,74.1,15807,6.9,71,0.24,109.0,1.9,0.44,OK
h2o_sf1gb_q4,h2o,1gb,q4,40002,0.0020,0.0029,23.71,290,201,56.4,65.2,15817,4.9,55,0.11,112.1,1.9,0.22,OK
h2o_sf1gb_q5,h2o,1gb,q5,25000,0.0040,0.0043,20.22,250,211,58.6,73.1,15841,9.7,73,0.23,109.0,1.9,0.44,OK
h2o_sf1gb_q6,h2o,1gb,q6,20000,0.0040,0.0050,20.07,249,240,57.8,74.5,15839,0.8,9,0.23,111.9,1.9,0.45,OK
h2o_sf1gb_q7,h2o,1gb,q7,40002,0.0030,0.0033,23.87,294,201,57.5,70.2,15815,1.9,12,0.17,112.0,1.9,0.34,OK
h2o_sf1gb_q8,h2o,1gb,q8,14290,0.0070,0.0076,20.37,251,208,60.2,80.8,15841,7.4,78,0.42,108.7,1.8,0.76,OK
h2o_sf1gb_q9,h2o,1gb,q9,9095,0.0110,0.0113,21.39,262,219,65.0,99.8,15841,8.9,78,0.71,112.2,1.8,1.23,OK
