run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
tpch_sf1_q1,tpch,1,q1,gpu,2500,4,4.0,25.24,310,267,152.0,154.2,6565,92.5,93,0.6,108.1,1.8,0.4,OK
tpch_sf1_q2,tpch,1,q2,gpu,3334,3,3.0,18.48,241,203,69.5,71.5,3451,57.0,57,0.2,108.7,1.8,0.3,OK
tpch_sf1_q3,tpch,1,q3,gpu,5000,2,2.0,44.10,548,507,126.1,127.5,6565,91.4,92,0.3,108.6,1.8,0.2,OK
tpch_sf1_q4,tpch,1,q4,gpu,10000,1,1.0,71.06,865,829,137.6,139.6,6563,91.8,92,0.1,108.9,1.8,0.1,OK
tpch_sf1_q5,tpch,1,q5,gpu,5000,2,2.0,44.89,568,565,129.0,135.3,6563,83.9,91,0.3,108.6,1.8,0.2,OK
tpch_sf1_q6,tpch,1,q6,gpu,100,0,0.4,3.32,39,36,54.2,97.0,6559,18.7,90,0.0,107.9,1.8,0.0,OK
tpch_sf1_q7,tpch,1,q7,gpu,5000,2,2.0,45.57,586,550,121.5,122.7,6563,82.0,83,0.2,108.3,1.8,0.2,OK
tpch_sf1_q8,tpch,1,q8,gpu,5000,2,2.0,45.31,584,545,125.3,126.7,6563,83.5,84,0.3,108.2,1.8,0.2,OK
tpch_sf1_q9,tpch,1,q9,gpu,2500,4,4.0,28.95,347,313,135.5,137.5,6565,90.5,91,0.5,108.6,1.8,0.4,OK
tpch_sf1_q10,tpch,1,q10,gpu,5000,2,2.0,42.31,527,524,119.1,125.2,6565,78.2,90,0.2,108.5,1.8,0.2,OK
tpch_sf1_q11,tpch,1,q11,gpu,5000,2,2.1,21.97,283,251,120.6,123.3,3453,71.3,72,0.2,108.2,1.8,0.2,OK
tpch_sf1_q12,tpch,1,q12,gpu,5000,2,2.0,41.01,516,470,128.2,129.7,6563,84.0,84,0.3,108.2,1.8,0.2,OK
tpch_sf1_q13,tpch,1,q13,gpu,625,16,16.1,13.61,176,138,168.7,170.2,3453,96.0,96,2.7,110.5,1.8,1.8,OK
tpch_sf1_q14,tpch,1,q14,gpu,10000,1,1.2,66.91,839,806,122.4,124.1,6561,81.6,84,0.1,108.1,1.8,0.1,OK
tpch_sf1_q15,tpch,1,q15,gpu,10000,1,1.1,63.47,803,765,125.0,126.6,6567,81.9,83,0.1,108.2,1.8,0.1,OK
tpch_sf1_q16,tpch,1,q16,gpu,477,21,21.1,13.68,180,128,72.8,73.8,3449,94.0,94,1.5,107.7,1.8,2.3,OK
tpch_sf1_q17,tpch,1,q17,gpu,3334,3,3.0,29.83,375,330,112.4,113.8,6567,76.0,77,0.3,108.3,1.8,0.3,OK
tpch_sf1_q18,tpch,1,q18,gpu,3334,3,3.0,33.54,406,372,133.0,135.3,6565,91.0,91,0.4,108.4,1.8,0.3,OK
tpch_sf1_q19,tpch,1,q19,gpu,527,19,19.1,15.77,201,153,159.2,161.1,6561,91.7,92,3.0,107.9,1.8,2.0,OK
tpch_sf1_q20,tpch,1,q20,gpu,3334,3,3.0,33.58,414,413,109.5,116.3,6563,75.1,91,0.3,108.2,1.8,0.3,OK
tpch_sf1_q21,tpch,1,q21,gpu,157,63,64.5,13.80,176,144,153.4,158.3,12791,96.0,97,9.7,108.6,1.8,6.8,OK
tpch_sf1_q22,tpch,1,q22,gpu,5000,2,2.0,25.47,330,295,76.6,78.0,3453,46.3,47,0.2,109.2,1.8,0.2,OK
