engine,benchmark,sf,query,storage,n_reps,min_ms,query_ms,elapsed_s,n_samples,n_steady,avg_power_w,max_power_w,avg_util,max_mem_mb,avg_cpu_w,gpu_energy_j,cpu_energy_j,total_energy_j,status
maximus,clickbench,10,q41,gpu,100,0.8710,0.8710,2.45,34,21,276.2,428.9,96.7,48715,0.0,0.2405,0.0000,0.2405,OK
maximus,clickbench,10,q0,cpu,3,,880.0367,2.64,40,3,265.5,288.6,17.0,48676,0.0,233.6145,0.0000,233.6145,FAIL
maximus,clickbench,10,q1,cpu,3,,884.2810,2.65,40,2,125.9,125.9,27.0,48677,0.0,111.3133,0.0000,111.3133,FAIL
maximus,clickbench,10,q2,cpu,3,,886.1921,2.66,40,3,125.5,125.5,15.0,48675,0.0,111.2171,0.0000,111.2171,FAIL
maximus,clickbench,10,q3,cpu,3,,883.3667,2.65,40,2,125.4,125.4,29.0,48676,0.0,110.7389,0.0000,110.7389,FAIL
maximus,clickbench,10,q4,cpu,3,,880.8373,2.64,40,40,122.3,124.6,0.8,48709,0.0,107.7103,0.0000,107.7103,FAIL
maximus,clickbench,10,q5,cpu,3,,886.7904,2.66,40,2,124.4,124.4,27.0,48675,0.0,110.2813,0.0000,110.2813,FAIL
maximus,clickbench,10,q6,cpu,3,,887.7751,2.66,40,2,124.0,124.0,29.0,48674,0.0,110.1063,0.0000,110.1063,FAIL
maximus,clickbench,10,q7,cpu,3,,885.1228,2.66,40,40,121.7,124.0,0.8,48707,0.0,107.6918,0.0000,107.6918,FAIL
maximus,clickbench,10,q8,cpu,3,,882.8239,2.65,40,40,121.6,123.9,0.8,48707,0.0,107.3103,0.0000,107.3103,FAIL
maximus,clickbench,10,q9,cpu,3,,885.2903,2.66,40,40,121.5,123.6,0.8,48706,0.0,107.5440,0.0000,107.5440,FAIL
maximus,clickbench,10,q10,cpu,3,,877.2039,2.63,40,40,121.3,123.6,1.0,48705,0.0,106.4075,0.0000,106.4075,FAIL
maximus,clickbench,10,q11,cpu,3,,890.6922,2.67,40,37,121.3,123.6,0.8,48707,0.0,108.0427,0.0000,108.0427,FAIL
maximus,clickbench,10,q12,cpu,3,,883.2965,2.65,40,3,123.4,123.4,15.7,48673,0.0,109.0135,0.0000,109.0135,FAIL
maximus,clickbench,10,q13,cpu,3,,885.1856,2.66,40,2,123.2,123.3,29.0,48674,0.0,109.0726,0.0000,109.0726,FAIL
maximus,clickbench,10,q14,cpu,3,,892.7650,2.68,40,40,120.9,123.3,0.8,48708,0.0,107.8936,0.0000,107.8936,FAIL
maximus,clickbench,10,q15,cpu,3,,893.0850,2.68,40,40,120.7,123.0,0.8,48708,0.0,107.8119,0.0000,107.8119,FAIL
maximus,clickbench,10,q16,cpu,3,,889.2004,2.67,40,3,122.9,122.9,14.3,48672,0.0,109.2798,0.0000,109.2798,FAIL
maximus,clickbench,10,q17,cpu,3,,892.5831,2.68,40,6,121.5,122.9,5.0,48671,0.0,108.4384,0.0000,108.4384,FAIL
maximus,clickbench,10,q19,cpu,3,,885.8276,2.66,40,2,122.9,122.9,30.0,48672,0.0,108.8904,0.0000,108.8904,FAIL
maximus,clickbench,10,q20,cpu,3,,894.8909,2.68,40,40,120.7,123.1,0.8,48704,0.0,108.0355,0.0000,108.0355,FAIL
maximus,clickbench,10,q21,cpu,3,,894.8999,2.68,40,40,120.7,123.0,0.8,48704,0.0,107.9780,0.0000,107.9780,FAIL
maximus,clickbench,10,q22,cpu,3,,889.5983,2.67,40,3,122.7,122.7,16.3,48670,0.0,109.1567,0.0000,109.1567,FAIL
maximus,clickbench,10,q23,cpu,3,,881.7469,2.65,40,40,120.6,122.8,0.8,48703,0.0,106.3689,0.0000,106.3689,FAIL
maximus,clickbench,10,q24,cpu,3,,887.0713,2.66,40,37,120.6,122.8,0.9,48702,0.0,107.0079,0.0000,107.0079,FAIL
maximus,clickbench,10,q25,cpu,3,,892.4407,2.68,40,3,122.8,122.8,15.0,48667,0.0,109.5828,0.0000,109.5828,FAIL
maximus,clickbench,10,q26,cpu,3,,888.4929,2.67,40,6,121.2,122.6,5.0,48668,0.0,107.7016,0.0000,107.7016,FAIL
maximus,clickbench,10,q29,cpu,3,,879.1067,2.64,40,2,122.8,122.8,30.0,48667,0.0,107.9675,0.0000,107.9675,FAIL
maximus,clickbench,10,q30,cpu,3,,889.5787,2.67,40,40,120.7,122.9,1.0,48701,0.0,107.4006,0.0000,107.4006,FAIL
maximus,clickbench,10,q31,cpu,3,,889.3203,2.67,40,6,121.6,123.0,5.0,48670,0.0,108.1206,0.0000,108.1206,FAIL
maximus,clickbench,10,q32,cpu,3,,892.0286,2.68,40,2,122.9,122.9,30.0,48670,0.0,109.5902,0.0000,109.5902,FAIL
maximus,clickbench,10,q33,cpu,3,,883.5627,2.65,40,37,120.7,122.9,0.8,48704,0.0,106.6374,0.0000,106.6374,FAIL
maximus,clickbench,10,q34,cpu,3,,889.3122,2.67,40,40,120.8,123.2,0.9,48704,0.0,107.4278,0.0000,107.4278,FAIL
maximus,clickbench,10,q35,cpu,3,,884.6378,2.65,40,2,122.9,122.9,29.0,48669,0.0,108.7131,0.0000,108.7131,FAIL
maximus,clickbench,10,q36,cpu,3,,893.7374,2.68,40,37,120.8,123.1,0.8,48702,0.0,107.9727,0.0000,107.9727,FAIL
maximus,clickbench,10,q37,cpu,3,,884.2957,2.65,40,40,120.6,122.8,0.8,48705,0.0,106.6379,0.0000,106.6379,FAIL
maximus,clickbench,10,q38,cpu,3,,886.7680,2.66,40,2,122.7,122.7,30.0,48669,0.0,108.7887,0.0000,108.7887,FAIL
maximus,clickbench,10,q39,cpu,3,,892.6669,2.68,40,2,122.8,122.8,28.0,48669,0.0,109.5883,0.0000,109.5883,FAIL
maximus,clickbench,10,q40,cpu,3,,887.8938,2.66,40,40,120.5,122.8,0.8,48704,0.0,107.0178,0.0000,107.0178,FAIL
maximus,clickbench,10,q41,cpu,3,,892.0512,2.68,40,3,122.6,122.6,13.7,48670,0.0,109.3447,0.0000,109.3447,FAIL
sirius,clickbench,10,q0,gpu,3,,1332.4467,4.00,59,47,120.5,124.2,1.7,96148,0.0,160.5148,0.0000,160.5148,OK
sirius,clickbench,10,q1,gpu,100,1.0000,1.0000,4.01,60,48,120.6,125.5,1.8,96593,0.0,0.1206,0.0000,0.1206,OK
sirius,clickbench,10,q2,gpu,100,1.0000,1.0000,4.23,63,50,120.6,126.1,1.7,96539,0.0,0.1206,0.0000,0.1206,OK
sirius,clickbench,10,q3,gpu,100,1.0000,1.0000,4.13,61,48,120.7,127.1,1.4,96436,0.0,0.1207,0.0000,0.1207,OK
sirius,clickbench,10,q4,gpu,100,1.0000,1.0000,4.22,63,9,127.3,135.5,14.9,96572,0.0,0.1273,0.0000,0.1273,OK
sirius,clickbench,10,q5,gpu,100,21.0000,21.0000,6.39,96,43,217.7,270.5,73.9,96616,0.0,4.5714,0.0000,4.5714,OK
sirius,clickbench,10,q6,gpu,100,1.0000,1.0000,4.23,63,50,121.1,126.2,1.8,96555,0.0,0.1211,0.0000,0.1211,OK
sirius,clickbench,10,q7,gpu,100,1.0000,1.0000,4.13,61,48,120.9,125.8,2.0,96575,0.0,0.1209,0.0000,0.1209,OK
sirius,clickbench,10,q8,gpu,100,8.0000,8.0000,5.07,75,21,211.6,340.5,51.4,96597,0.0,1.6928,0.0000,1.6928,OK
sirius,clickbench,10,q9,gpu,100,9.0000,9.0000,5.16,76,22,209.8,350.3,54.1,96598,0.0,1.8881,0.0000,1.8881,OK
sirius,clickbench,10,q10,gpu,100,4.0000,4.0000,4.63,69,16,127.4,132.9,27.5,96602,0.0,0.5096,0.0000,0.5096,OK
sirius,clickbench,10,q11,gpu,100,4.0000,4.0000,4.73,70,17,127.6,132.5,28.1,96586,0.0,0.5104,0.0000,0.5104,OK
sirius,clickbench,10,q12,gpu,100,3.0000,3.0000,4.73,70,14,135.5,164.6,24.2,96573,0.0,0.4066,0.0000,0.4066,OK
sirius,clickbench,10,q13,gpu,100,19.0000,19.0000,6.43,97,42,187.1,223.2,71.7,96619,0.0,3.5540,0.0000,3.5540,OK
sirius,clickbench,10,q14,gpu,100,4.0000,4.0000,4.59,68,15,136.2,166.1,24.8,96573,0.0,0.5449,0.0000,0.5449,OK
sirius,clickbench,10,q15,gpu,100,2.0000,2.0000,4.25,63,50,122.8,146.3,3.8,96539,0.0,0.2455,0.0000,0.2455,OK
sirius,clickbench,10,q16,gpu,100,5.0000,5.0000,4.85,72,17,147.1,194.0,34.6,96602,0.0,0.7356,0.0000,0.7356,OK
sirius,clickbench,10,q17,gpu,100,3.0000,3.0000,4.64,69,16,142.3,175.7,27.6,96610,0.0,0.4268,0.0000,0.4268,OK
sirius,clickbench,10,q19,gpu,100,,41.7347,4.17,62,49,121.3,127.2,1.8,96561,0.0,5.0632,0.0000,5.0632,OK
sirius,clickbench,10,q20,gpu,100,4.0000,4.0000,4.97,74,20,147.7,223.4,27.6,96583,0.0,0.5906,0.0000,0.5906,OK
sirius,clickbench,10,q21,gpu,100,6.0000,6.0000,5.24,79,26,152.0,230.8,29.6,96615,0.0,0.9117,0.0000,0.9117,OK
sirius,clickbench,10,q22,gpu,100,15.0000,15.0000,6.81,103,50,174.0,261.0,38.1,96620,0.0,2.6098,0.0000,2.6098,OK
sirius,clickbench,10,q23,gpu,100,6.0000,6.0000,5.88,89,34,144.9,226.5,21.9,96617,0.0,0.8692,0.0000,0.8692,OK
sirius,clickbench,10,q24,gpu,100,2.0000,2.0000,4.86,66,52,121.9,133.7,1.8,96757,0.0,0.2438,0.0000,0.2438,OK
sirius,clickbench,10,q25,gpu,100,17.0000,17.0000,6.10,92,37,184.3,225.0,73.2,96603,0.0,3.1327,0.0000,3.1327,OK
sirius,clickbench,10,q26,gpu,100,6.0000,6.0000,5.04,75,21,142.1,171.8,47.0,96596,0.0,0.8527,0.0000,0.8527,OK
sirius,clickbench,10,q29,gpu,100,32.0000,32.0000,7.46,113,60,120.5,125.1,19.0,96608,0.0,3.8561,0.0000,3.8561,OK
sirius,clickbench,10,q30,gpu,100,2.0000,2.0000,4.59,69,14,128.1,137.2,13.4,96619,0.0,0.2561,0.0000,0.2561,OK
sirius,clickbench,10,q31,gpu,100,3.0000,3.0000,4.66,69,15,129.2,140.0,14.2,96572,0.0,0.3877,0.0000,0.3877,OK
sirius,clickbench,10,q32,gpu,100,6.0000,6.0000,4.88,72,18,172.5,257.5,44.8,96595,0.0,1.0347,0.0000,1.0347,OK
sirius,clickbench,10,q33,gpu,100,8.0000,8.0000,5.43,81,27,177.3,293.0,39.6,96601,0.0,1.4184,0.0000,1.4184,OK
sirius,clickbench,10,q34,gpu,100,9.0000,9.0000,5.45,81,27,178.7,300.1,43.7,96612,0.0,1.6081,0.0000,1.6081,OK
sirius,clickbench,10,q35,gpu,100,3.0000,3.0000,4.46,66,12,137.3,164.3,25.7,96562,0.0,0.4118,0.0000,0.4118,OK
sirius,clickbench,10,q36,gpu,100,3.0000,3.0000,4.78,72,20,128.6,140.0,15.6,96617,0.0,0.3858,0.0000,0.3858,OK
sirius,clickbench,10,q37,gpu,100,2.0000,2.0000,4.97,74,20,124.9,129.8,10.7,96606,0.0,0.2498,0.0000,0.2498,OK
sirius,clickbench,10,q38,gpu,100,2.0000,2.0000,4.78,71,58,121.1,125.6,2.4,96565,0.0,0.2422,0.0000,0.2422,OK
sirius,clickbench,10,q39,gpu,100,6.0000,6.0000,5.62,84,32,133.9,172.1,17.1,96609,0.0,0.8032,0.0000,0.8032,OK
sirius,clickbench,10,q40,gpu,100,2.0000,2.0000,4.44,66,54,121.3,126.6,2.5,96580,0.0,0.2426,0.0000,0.2426,OK
sirius,clickbench,10,q41,gpu,100,1.0000,1.0000,4.39,66,53,120.8,126.4,2.4,96614,0.0,0.1208,0.0000,0.1208,OK
sirius,clickbench,10,q0,cpu,3,,1369.5681,4.11,61,47,120.2,124.0,1.7,96148,0.0,164.6466,0.0000,164.6466,OK
sirius,clickbench,10,q1,cpu,100,1.0000,1.0000,4.22,63,49,120.4,125.1,1.7,96545,0.0,0.1204,0.0000,0.1204,OK
sirius,clickbench,10,q2,cpu,100,1.0000,1.0000,4.13,61,61,120.9,125.8,0.7,96565,0.0,0.1209,0.0000,0.1209,OK
sirius,clickbench,10,q3,cpu,100,1.0000,1.0000,4.12,61,49,120.5,126.8,2.0,96475,0.0,0.1205,0.0000,0.1205,OK
sirius,clickbench,10,q4,cpu,100,1.0000,1.0000,4.22,62,50,121.1,134.7,2.2,96461,0.0,0.1211,0.0000,0.1211,OK
sirius,clickbench,10,q5,cpu,100,21.0000,21.0000,6.48,97,42,217.6,271.1,73.9,96605,0.0,4.5698,0.0000,4.5698,OK
sirius,clickbench,10,q6,cpu,100,1.0000,1.0000,4.33,64,52,120.9,126.2,1.8,96547,0.0,0.1209,0.0000,0.1209,OK
sirius,clickbench,10,q7,cpu,100,1.0000,1.0000,4.24,63,50,120.6,124.8,2.2,96538,0.0,0.1206,0.0000,0.1206,OK
sirius,clickbench,10,q8,cpu,100,8.0000,8.0000,4.96,75,21,208.5,337.9,56.9,96618,0.0,1.6684,0.0000,1.6684,OK
sirius,clickbench,10,q9,cpu,100,9.0000,9.0000,5.07,75,23,212.6,338.8,53.4,96598,0.0,1.9135,0.0000,1.9135,OK
sirius,clickbench,10,q10,cpu,100,4.0000,4.0000,4.58,69,16,127.6,133.3,27.1,96618,0.0,0.5104,0.0000,0.5104,OK
sirius,clickbench,10,q11,cpu,100,4.0000,4.0000,4.63,69,17,127.0,132.2,29.8,96608,0.0,0.5082,0.0000,0.5082,OK
sirius,clickbench,10,q12,cpu,100,3.0000,3.0000,4.59,68,15,136.9,163.8,24.0,96570,0.0,0.4106,0.0000,0.4106,OK
sirius,clickbench,10,q13,cpu,100,19.0000,19.0000,6.31,95,43,187.2,224.0,70.3,96618,0.0,3.5565,0.0000,3.5565,OK
sirius,clickbench,10,q14,cpu,100,4.0000,4.0000,4.68,70,16,138.7,165.6,22.7,96608,0.0,0.5550,0.0000,0.5550,OK
sirius,clickbench,10,q15,cpu,100,2.0000,2.0000,4.34,64,11,131.4,145.6,17.1,96531,0.0,0.2628,0.0000,0.2628,OK
sirius,clickbench,10,q16,cpu,100,5.0000,5.0000,4.76,71,18,150.2,195.2,32.2,96611,0.0,0.7509,0.0000,0.7509,OK
sirius,clickbench,10,q17,cpu,100,3.0000,3.0000,4.66,69,15,138.8,174.8,28.2,96596,0.0,0.4163,0.0000,0.4163,OK
sirius,clickbench,10,q19,cpu,100,,42.3772,4.24,63,50,120.8,125.9,1.9,96572,0.0,5.1184,0.0000,5.1184,OK
sirius,clickbench,10,q20,cpu,100,4.0000,4.0000,4.96,74,20,147.2,222.7,28.9,96584,0.0,0.5889,0.0000,0.5889,OK
sirius,clickbench,10,q21,cpu,100,6.0000,6.0000,5.40,81,26,150.9,231.0,28.4,96614,0.0,0.9053,0.0000,0.9053,OK
sirius,clickbench,10,q22,cpu,100,15.0000,15.0000,6.89,104,49,172.8,260.1,39.3,96618,0.0,2.5921,0.0000,2.5921,OK
sirius,clickbench,10,q23,cpu,100,7.0000,7.0000,5.84,87,35,145.9,224.8,20.6,96615,0.0,1.0211,0.0000,1.0211,OK
sirius,clickbench,10,q24,cpu,100,2.0000,2.0000,4.60,66,52,121.5,133.6,2.2,96755,0.0,0.2430,0.0000,0.2430,OK
sirius,clickbench,10,q25,cpu,100,17.0000,17.0000,6.04,91,36,186.4,224.8,74.4,96604,0.0,3.1684,0.0000,3.1684,OK
sirius,clickbench,10,q26,cpu,100,6.0000,6.0000,4.95,73,19,142.1,172.1,49.2,96594,0.0,0.8524,0.0000,0.8524,OK
sirius,clickbench,10,q29,cpu,100,33.0000,33.0000,7.62,116,62,120.1,124.5,18.7,96613,0.0,3.9622,0.0000,3.9622,OK
sirius,clickbench,10,q30,cpu,100,2.0000,2.0000,4.46,66,13,127.5,137.0,12.5,96549,0.0,0.2549,0.0000,0.2549,OK
sirius,clickbench,10,q31,cpu,100,3.0000,3.0000,4.60,68,14,128.5,140.2,13.9,96584,0.0,0.3855,0.0000,0.3855,OK
sirius,clickbench,10,q32,cpu,100,6.0000,6.0000,4.74,70,18,176.2,261.9,44.5,96613,0.0,1.0571,0.0000,1.0571,OK
sirius,clickbench,10,q33,cpu,100,8.0000,8.0000,5.51,83,28,180.5,294.4,41.7,96617,0.0,1.4440,0.0000,1.4440,OK
sirius,clickbench,10,q34,cpu,100,9.0000,9.0000,5.39,81,29,184.6,305.3,41.0,96616,0.0,1.6611,0.0000,1.6611,OK
sirius,clickbench,10,q35,cpu,100,3.0000,3.0000,4.63,69,7,150.2,165.1,39.6,96618,0.0,0.4507,0.0000,0.4507,OK
sirius,clickbench,10,q36,cpu,100,3.0000,3.0000,4.95,74,19,128.2,141.0,14.5,96617,0.0,0.3847,0.0000,0.3847,OK
sirius,clickbench,10,q37,cpu,100,2.0000,2.0000,4.85,73,20,125.8,131.5,11.2,96617,0.0,0.2515,0.0000,0.2515,OK
sirius,clickbench,10,q38,cpu,100,2.0000,2.0000,4.78,71,18,124.3,126.0,7.7,96580,0.0,0.2486,0.0000,0.2486,OK
sirius,clickbench,10,q39,cpu,100,6.0000,6.0000,5.72,86,31,133.2,170.9,18.1,96618,0.0,0.7991,0.0000,0.7991,OK
sirius,clickbench,10,q40,cpu,100,2.0000,2.0000,4.39,65,13,125.4,126.8,10.1,96564,0.0,0.2509,0.0000,0.2509,OK
sirius,clickbench,10,q41,cpu,100,1.0000,1.0000,4.35,65,52,121.0,126.2,2.3,96517,0.0,0.1210,0.0000,0.1210,OK
