engine,benchmark,sf,query,storage,latency_ms,avg_gpu_power_w,avg_cpu_power_w,total_power_w,gpu_energy_j,total_energy_j,status
maximus,h2o,4gb,q3,gpu,57.4690,338.4,0.0,338.4,19.4475,19.4475,OK
maximus,h2o,4gb,q4,gpu,16.0010,296.6,0.0,296.6,4.7459,4.7459,OK
maximus,h2o,4gb,q5,gpu,9.5650,357.3,0.0,357.3,3.4176,3.4176,OK
maximus,h2o,4gb,q6,gpu,326.9820,433.1,0.0,433.1,141.6159,141.6159,OK
maximus,h2o,4gb,q7,gpu,42.1750,347.5,0.0,347.5,14.6558,14.6558,OK
maximus,h2o,4gb,q9,gpu,45.0360,432.6,0.0,432.6,19.4826,19.4826,OK
maximus,h2o,4gb,q10,gpu,566.4810,281.3,0.0,281.3,159.3511,159.3511,OK
maximus,h2o,4gb,q1,cpu,149.5560,122.2,0.0,122.2,18.2757,18.2757,OK
maximus,h2o,4gb,q2,cpu,241.6550,122.0,0.0,122.0,29.4819,29.4819,OK
maximus,h2o,4gb,q3,cpu,348.8540,126.3,0.0,126.3,44.0603,44.0603,OK
maximus,h2o,4gb,q4,cpu,226.2200,121.3,0.0,121.3,27.4405,27.4405,OK
maximus,h2o,4gb,q5,cpu,215.4970,121.9,0.0,121.9,26.2691,26.2691,OK
maximus,h2o,4gb,q6,cpu,494.7630,170.7,0.0,170.7,84.4560,84.4560,OK
maximus,h2o,4gb,q7,cpu,293.5670,126.5,0.0,126.5,37.1362,37.1362,OK
maximus,h2o,4gb,q9,cpu,59.8990,132.6,0.0,132.6,7.9426,7.9426,OK
maximus,h2o,4gb,q10,cpu,1337.3620,143.7,0.0,143.7,192.1789,192.1789,OK
sirius,h2o,4gb,q1,gpu,14.0000,184.8,0.0,184.8,2.5872,2.5872,OK
sirius,h2o,4gb,q2,gpu,14.0000,203.7,0.0,203.7,2.8518,2.8518,OK
sirius,h2o,4gb,q3,gpu,105.0000,193.6,0.0,193.6,20.3280,20.3280,OK
sirius,h2o,4gb,q4,gpu,24.0000,214.6,0.0,214.6,5.1504,5.1504,OK
sirius,h2o,4gb,q5,gpu,17.0000,241.4,0.0,241.4,4.1038,4.1038,OK
sirius,h2o,4gb,q6,gpu,25.0000,263.2,0.0,263.2,6.5800,6.5800,OK
sirius,h2o,4gb,q7,gpu,76.0000,207.8,0.0,207.8,15.7928,15.7928,OK
sirius,h2o,4gb,q9,gpu,55.0000,285.3,0.0,285.3,15.6915,15.6915,OK
sirius,h2o,4gb,q10,gpu,2579.0000,136.3,0.0,136.3,351.5177,351.5177,OK
sirius,h2o,4gb,q1,cpu,14.0000,185.7,0.0,185.7,2.5998,2.5998,OK
sirius,h2o,4gb,q2,cpu,14.0000,202.5,0.0,202.5,2.8350,2.8350,OK
sirius,h2o,4gb,q3,cpu,112.0000,192.8,0.0,192.8,21.5936,21.5936,OK
sirius,h2o,4gb,q4,cpu,26.0000,214.6,0.0,214.6,5.5796,5.5796,OK
sirius,h2o,4gb,q5,cpu,17.0000,239.5,0.0,239.5,4.0715,4.0715,OK
sirius,h2o,4gb,q6,cpu,25.0000,267.3,0.0,267.3,6.6825,6.6825,OK
sirius,h2o,4gb,q7,cpu,79.0000,206.4,0.0,206.4,16.3056,16.3056,OK
sirius,h2o,4gb,q9,cpu,55.0000,341.1,0.0,341.1,18.7605,18.7605,OK
sirius,h2o,4gb,q10,cpu,2377.0000,135.4,0.0,135.4,321.8458,321.8458,OK
maximus,clickbench,10,q0,gpu,0.3230,270.7,0.0,270.7,0.0874,0.0874,OK
maximus,clickbench,10,q1,gpu,0.4720,269.9,0.0,269.9,0.1274,0.1274,OK
maximus,clickbench,10,q2,gpu,5.0620,253.9,0.0,253.9,1.2852,1.2852,OK
maximus,clickbench,10,q3,gpu,2.9940,258.1,0.0,258.1,0.7728,0.7728,OK
maximus,clickbench,10,q4,gpu,0.7310,276.9,0.0,276.9,0.2024,0.2024,OK
maximus,clickbench,10,q5,gpu,1.3200,275.3,0.0,275.3,0.3634,0.3634,OK
maximus,clickbench,10,q6,gpu,5.6170,254.1,0.0,254.1,1.4273,1.4273,OK
maximus,clickbench,10,q7,gpu,0.5130,263.9,0.0,263.9,0.1354,0.1354,OK
maximus,clickbench,10,q8,gpu,7.3910,324.6,0.0,324.6,2.3991,2.3991,OK
maximus,clickbench,10,q9,gpu,7.6440,327.5,0.0,327.5,2.5034,2.5034,OK
maximus,clickbench,10,q10,gpu,3.1980,266.8,0.0,266.8,0.8532,0.8532,OK
maximus,clickbench,10,q11,gpu,3.7810,263.4,0.0,263.4,0.9959,0.9959,OK
maximus,clickbench,10,q12,gpu,4.8910,263.1,0.0,263.1,1.2868,1.2868,OK
maximus,clickbench,10,q13,gpu,21.8440,258.4,0.0,258.4,5.6445,5.6445,OK
maximus,clickbench,10,q14,gpu,5.1070,269.6,0.0,269.6,1.3768,1.3768,OK
maximus,clickbench,10,q15,gpu,1.0770,281.2,0.0,281.2,0.3029,0.3029,OK
maximus,clickbench,10,q16,gpu,5.2320,270.3,0.0,270.3,1.4142,1.4142,OK
maximus,clickbench,10,q17,gpu,5.2100,274.1,0.0,274.1,1.4281,1.4281,OK
maximus,clickbench,10,q19,gpu,0.1790,280.0,0.0,280.0,0.0501,0.0501,OK
maximus,clickbench,10,q20,gpu,78.0250,438.3,0.0,438.3,34.1984,34.1984,OK
maximus,clickbench,10,q21,gpu,79.4990,434.6,0.0,434.6,34.5503,34.5503,OK
maximus,clickbench,10,q22,gpu,81.6350,410.5,0.0,410.5,33.5112,33.5112,OK
maximus,clickbench,10,q23,gpu,78.1900,439.0,0.0,439.0,34.3254,34.3254,OK
maximus,clickbench,10,q24,gpu,5.5130,269.4,0.0,269.4,1.4852,1.4852,OK
maximus,clickbench,10,q25,gpu,20.6330,257.1,0.0,257.1,5.3047,5.3047,OK
maximus,clickbench,10,q26,gpu,9.4430,260.4,0.0,260.4,2.4590,2.4590,OK
maximus,clickbench,10,q29,gpu,6.0530,247.2,0.0,247.2,1.4963,1.4963,OK
maximus,clickbench,10,q30,gpu,2.7500,284.3,0.0,284.3,0.7818,0.7818,OK
maximus,clickbench,10,q31,gpu,3.3300,284.9,0.0,284.9,0.9487,0.9487,OK
maximus,clickbench,10,q32,gpu,25.1620,294.1,0.0,294.1,7.4001,7.4001,OK
maximus,clickbench,10,q33,gpu,18.7550,259.9,0.0,259.9,4.8744,4.8744,OK
maximus,clickbench,10,q34,gpu,18.4550,260.2,0.0,260.2,4.8020,4.8020,OK
maximus,clickbench,10,q35,gpu,0.9420,283.2,0.0,283.2,0.2668,0.2668,OK
maximus,clickbench,10,q36,gpu,1.2810,282.7,0.0,282.7,0.3621,0.3621,OK
maximus,clickbench,10,q37,gpu,1.3050,276.8,0.0,276.8,0.3612,0.3612,OK
maximus,clickbench,10,q38,gpu,0.8880,282.8,0.0,282.8,0.2511,0.2511,OK
maximus,clickbench,10,q39,gpu,0.6310,273.8,0.0,273.8,0.1728,0.1728,OK
maximus,clickbench,10,q40,gpu,1.0090,278.0,0.0,278.0,0.2805,0.2805,OK
maximus,clickbench,10,q41,gpu,0.8910,276.2,0.0,276.2,0.2461,0.2461,OK
sirius,clickbench,10,q0,gpu,1.0000,120.5,0.0,120.5,0.1205,0.1205,OK
sirius,clickbench,10,q1,gpu,1.0000,120.6,0.0,120.6,0.1206,0.1206,OK
sirius,clickbench,10,q2,gpu,2.0000,120.6,0.0,120.6,0.2412,0.2412,OK
sirius,clickbench,10,q3,gpu,1.0000,120.7,0.0,120.7,0.1207,0.1207,OK
sirius,clickbench,10,q4,gpu,2.0000,127.3,0.0,127.3,0.2546,0.2546,OK
sirius,clickbench,10,q5,gpu,22.0000,217.7,0.0,217.7,4.7894,4.7894,OK
sirius,clickbench,10,q6,gpu,1.0000,121.1,0.0,121.1,0.1211,0.1211,OK
sirius,clickbench,10,q7,gpu,2.0000,120.9,0.0,120.9,0.2418,0.2418,OK
sirius,clickbench,10,q8,gpu,9.0000,211.6,0.0,211.6,1.9044,1.9044,OK
sirius,clickbench,10,q9,gpu,9.0000,209.8,0.0,209.8,1.8882,1.8882,OK
sirius,clickbench,10,q10,gpu,5.0000,127.4,0.0,127.4,0.6370,0.6370,OK
sirius,clickbench,10,q11,gpu,5.0000,127.6,0.0,127.6,0.6380,0.6380,OK
sirius,clickbench,10,q12,gpu,4.0000,135.5,0.0,135.5,0.5420,0.5420,OK
sirius,clickbench,10,q13,gpu,21.0000,187.1,0.0,187.1,3.9291,3.9291,OK
sirius,clickbench,10,q14,gpu,4.0000,136.2,0.0,136.2,0.5448,0.5448,OK
sirius,clickbench,10,q15,gpu,2.0000,122.8,0.0,122.8,0.2456,0.2456,OK
sirius,clickbench,10,q16,gpu,5.0000,147.1,0.0,147.1,0.7355,0.7355,OK
sirius,clickbench,10,q17,gpu,4.0000,142.3,0.0,142.3,0.5692,0.5692,OK
sirius,clickbench,10,q19,gpu,1.0000,121.3,0.0,121.3,0.1213,0.1213,OK
sirius,clickbench,10,q20,gpu,5.0000,147.7,0.0,147.7,0.7385,0.7385,OK
sirius,clickbench,10,q21,gpu,7.0000,152.0,0.0,152.0,1.0640,1.0640,OK
sirius,clickbench,10,q22,gpu,15.0000,174.0,0.0,174.0,2.6100,2.6100,OK
sirius,clickbench,10,q23,gpu,7.0000,144.9,0.0,144.9,1.0143,1.0143,OK
sirius,clickbench,10,q24,gpu,2.0000,121.9,0.0,121.9,0.2438,0.2438,OK
sirius,clickbench,10,q25,gpu,19.0000,184.3,0.0,184.3,3.5017,3.5017,OK
sirius,clickbench,10,q26,gpu,8.0000,142.1,0.0,142.1,1.1368,1.1368,OK
sirius,clickbench,10,q29,gpu,33.0000,120.5,0.0,120.5,3.9765,3.9765,OK
sirius,clickbench,10,q30,gpu,3.0000,128.1,0.0,128.1,0.3843,0.3843,OK
sirius,clickbench,10,q31,gpu,3.0000,129.2,0.0,129.2,0.3876,0.3876,OK
sirius,clickbench,10,q32,gpu,6.0000,172.5,0.0,172.5,1.0350,1.0350,OK
sirius,clickbench,10,q33,gpu,8.0000,177.3,0.0,177.3,1.4184,1.4184,OK
sirius,clickbench,10,q34,gpu,9.0000,178.7,0.0,178.7,1.6083,1.6083,OK
sirius,clickbench,10,q35,gpu,4.0000,137.3,0.0,137.3,0.5492,0.5492,OK
sirius,clickbench,10,q36,gpu,3.0000,128.6,0.0,128.6,0.3858,0.3858,OK
sirius,clickbench,10,q37,gpu,2.0000,124.9,0.0,124.9,0.2498,0.2498,OK
sirius,clickbench,10,q38,gpu,3.0000,121.1,0.0,121.1,0.3633,0.3633,OK
sirius,clickbench,10,q39,gpu,6.0000,133.9,0.0,133.9,0.8034,0.8034,OK
sirius,clickbench,10,q40,gpu,3.0000,121.3,0.0,121.3,0.3639,0.3639,OK
sirius,clickbench,10,q41,gpu,2.0000,120.8,0.0,120.8,0.2416,0.2416,OK
sirius,clickbench,10,q0,cpu,1.0000,120.2,0.0,120.2,0.1202,0.1202,OK
sirius,clickbench,10,q1,cpu,1.0000,120.4,0.0,120.4,0.1204,0.1204,OK
sirius,clickbench,10,q2,cpu,2.0000,120.9,0.0,120.9,0.2418,0.2418,OK
sirius,clickbench,10,q3,cpu,1.0000,120.5,0.0,120.5,0.1205,0.1205,OK
sirius,clickbench,10,q4,cpu,1.0000,121.1,0.0,121.1,0.1211,0.1211,OK
sirius,clickbench,10,q5,cpu,22.0000,217.6,0.0,217.6,4.7872,4.7872,OK
sirius,clickbench,10,q6,cpu,2.0000,120.9,0.0,120.9,0.2418,0.2418,OK
sirius,clickbench,10,q7,cpu,2.0000,120.6,0.0,120.6,0.2412,0.2412,OK
sirius,clickbench,10,q8,cpu,9.0000,208.5,0.0,208.5,1.8765,1.8765,OK
sirius,clickbench,10,q9,cpu,10.0000,212.6,0.0,212.6,2.1260,2.1260,OK
sirius,clickbench,10,q10,cpu,4.0000,127.6,0.0,127.6,0.5104,0.5104,OK
sirius,clickbench,10,q11,cpu,5.0000,127.0,0.0,127.0,0.6350,0.6350,OK
sirius,clickbench,10,q12,cpu,3.0000,136.9,0.0,136.9,0.4107,0.4107,OK
sirius,clickbench,10,q13,cpu,20.0000,187.2,0.0,187.2,3.7440,3.7440,OK
sirius,clickbench,10,q14,cpu,5.0000,138.7,0.0,138.7,0.6935,0.6935,OK
sirius,clickbench,10,q15,cpu,2.0000,131.4,0.0,131.4,0.2628,0.2628,OK
sirius,clickbench,10,q16,cpu,5.0000,150.2,0.0,150.2,0.7510,0.7510,OK
sirius,clickbench,10,q17,cpu,4.0000,138.8,0.0,138.8,0.5552,0.5552,OK
sirius,clickbench,10,q19,cpu,1.0000,120.8,0.0,120.8,0.1208,0.1208,OK
sirius,clickbench,10,q20,cpu,5.0000,147.2,0.0,147.2,0.7360,0.7360,OK
sirius,clickbench,10,q21,cpu,7.0000,150.9,0.0,150.9,1.0563,1.0563,OK
sirius,clickbench,10,q22,cpu,16.0000,172.8,0.0,172.8,2.7648,2.7648,OK
sirius,clickbench,10,q23,cpu,7.0000,145.9,0.0,145.9,1.0213,1.0213,OK
sirius,clickbench,10,q24,cpu,2.0000,121.5,0.0,121.5,0.2430,0.2430,OK
sirius,clickbench,10,q25,cpu,17.0000,186.4,0.0,186.4,3.1688,3.1688,OK
sirius,clickbench,10,q26,cpu,7.0000,142.1,0.0,142.1,0.9947,0.9947,OK
sirius,clickbench,10,q29,cpu,32.0000,120.1,0.0,120.1,3.8432,3.8432,OK
sirius,clickbench,10,q30,cpu,2.0000,127.5,0.0,127.5,0.2550,0.2550,OK
sirius,clickbench,10,q31,cpu,3.0000,128.5,0.0,128.5,0.3855,0.3855,OK
sirius,clickbench,10,q32,cpu,7.0000,176.2,0.0,176.2,1.2334,1.2334,OK
sirius,clickbench,10,q33,cpu,9.0000,180.5,0.0,180.5,1.6245,1.6245,OK
sirius,clickbench,10,q34,cpu,9.0000,184.6,0.0,184.6,1.6614,1.6614,OK
sirius,clickbench,10,q35,cpu,4.0000,150.2,0.0,150.2,0.6008,0.6008,OK
sirius,clickbench,10,q36,cpu,3.0000,128.2,0.0,128.2,0.3846,0.3846,OK
sirius,clickbench,10,q37,cpu,3.0000,125.8,0.0,125.8,0.3774,0.3774,OK
sirius,clickbench,10,q38,cpu,2.0000,124.3,0.0,124.3,0.2486,0.2486,OK
sirius,clickbench,10,q39,cpu,7.0000,133.2,0.0,133.2,0.9324,0.9324,OK
sirius,clickbench,10,q40,cpu,3.0000,125.4,0.0,125.4,0.3762,0.3762,OK
sirius,clickbench,10,q41,cpu,2.0000,121.0,0.0,121.0,0.2420,0.2420,OK
