engine,benchmark,sf,query,storage,n_reps,run3_ms,min_ms,all_ms,status
maximus,h2o,4gb,q6,gpu,3,326.9820,326.9820,351.3520;327.2240;326.9820,OK
maximus,h2o,4gb,q7,gpu,3,42.1750,42.1750,56.1210;42.3000;42.1750,OK
maximus,h2o,4gb,q9,gpu,3,45.0360,45.0360,68.3840;46.3510;45.0360,OK
maximus,h2o,4gb,q10,gpu,3,566.4810,566.4810,576.5720;567.7460;566.4810,OK
maximus,h2o,4gb,q1,cpu,3,149.5560,149.5190,160.1200;149.5190;149.5560,OK
maximus,h2o,4gb,q2,cpu,3,241.6550,241.2530,254.5760;241.2530;241.6550,OK
maximus,h2o,4gb,q3,cpu,3,348.8540,348.2450,364.5000;348.2450;348.8540,OK
maximus,h2o,4gb,q4,cpu,3,226.2200,225.4910,242.0690;225.4910;226.2200,OK
maximus,h2o,4gb,q5,cpu,3,215.4970,214.8190,228.5730;214.8190;215.4970,OK
maximus,h2o,4gb,q6,cpu,3,494.7630,494.6640,521.2600;494.6640;494.7630,OK
maximus,h2o,4gb,q7,cpu,3,293.5670,293.3770,307.2500;293.3770;293.5670,OK
maximus,h2o,4gb,q9,cpu,3,59.8990,59.8990,83.4470;61.7280;59.8990,OK
maximus,h2o,4gb,q10,cpu,3,1337.3620,1299.8870,1299.8870;1350.7120;1337.3620,OK
sirius,h2o,4gb,q1,gpu,3,14.0000,14.0000,14.0000;14.0000;14.0000,OK
sirius,h2o,4gb,q2,gpu,3,14.0000,14.0000,14.0000;14.0000;14.0000,OK
sirius,h2o,4gb,q3,gpu,3,105.0000,104.0000,104.0000;105.0000;105.0000,OK
sirius,h2o,4gb,q4,gpu,3,24.0000,23.0000,23.0000;24.0000;24.0000,OK
sirius,h2o,4gb,q5,gpu,3,17.0000,17.0000,17.0000;17.0000;17.0000,OK
sirius,h2o,4gb,q6,gpu,3,25.0000,25.0000,25.0000;26.0000;25.0000,OK
sirius,h2o,4gb,q7,gpu,3,76.0000,76.0000,86.0000;79.0000;76.0000,OK
sirius,h2o,4gb,q9,gpu,3,55.0000,55.0000,56.0000;55.0000;55.0000,OK
sirius,h2o,4gb,q10,gpu,3,2579.0000,2579.0000,2789.0000;2645.0000;2579.0000,OK
sirius,h2o,4gb,q1,cpu,3,14.0000,14.0000,14.0000;15.0000;14.0000,OK
sirius,h2o,4gb,q2,cpu,3,14.0000,14.0000,14.0000;14.0000;14.0000,OK
sirius,h2o,4gb,q3,cpu,3,112.0000,111.0000,111.0000;112.0000;112.0000,OK
sirius,h2o,4gb,q4,cpu,3,26.0000,23.0000,23.0000;25.0000;26.0000,OK
sirius,h2o,4gb,q5,cpu,3,17.0000,17.0000,17.0000;18.0000;17.0000,OK
sirius,h2o,4gb,q6,cpu,3,25.0000,25.0000,26.0000;25.0000;25.0000,OK
sirius,h2o,4gb,q7,cpu,3,79.0000,76.0000,76.0000;85.0000;79.0000,OK
sirius,h2o,4gb,q9,cpu,3,55.0000,55.0000,55.0000;55.0000;55.0000,OK
sirius,h2o,4gb,q10,cpu,3,2377.0000,2260.0000,2265.0000;2260.0000;2377.0000,OK
maximus,clickbench,10,q0,gpu,3,0.3230,0.3230,1.1990;0.3640;0.3230,OK
maximus,clickbench,10,q1,gpu,3,0.4720,0.4720,2.9690;0.5250;0.4720,OK
maximus,clickbench,10,q2,gpu,3,5.0620,5.0620,8.7610;5.1670;5.0620,OK
maximus,clickbench,10,q3,gpu,3,2.9940,2.9940,5.2780;3.0570;2.9940,OK
maximus,clickbench,10,q4,gpu,3,0.7310,0.7310,2.8310;0.7880;0.7310,OK
maximus,clickbench,10,q5,gpu,3,1.3200,1.3200,4.9520;1.3620;1.3200,OK
maximus,clickbench,10,q6,gpu,3,5.6170,5.6170,8.1090;5.6500;5.6170,OK
maximus,clickbench,10,q7,gpu,3,0.5130,0.5130,16.0260;0.5510;0.5130,OK
maximus,clickbench,10,q8,gpu,3,7.3910,7.3910,32.3270;7.3950;7.3910,OK
maximus,clickbench,10,q9,gpu,3,7.6440,7.6440,33.6650;7.7130;7.6440,OK
maximus,clickbench,10,q10,gpu,3,3.1980,3.1980,27.2520;3.2410;3.1980,OK
maximus,clickbench,10,q11,gpu,3,3.7810,3.7810,27.2170;3.8710;3.7810,OK
maximus,clickbench,10,q12,gpu,3,4.8910,4.8910,23.0200;5.5140;4.8910,OK
maximus,clickbench,10,q13,gpu,3,21.8440,21.8440,45.9610;22.3400;21.8440,OK
maximus,clickbench,10,q14,gpu,3,5.1070,5.1070,23.8680;5.7640;5.1070,OK
maximus,clickbench,10,q15,gpu,3,1.0770,1.0770,15.7800;2.0620;1.0770,OK
maximus,clickbench,10,q16,gpu,3,5.2320,5.2320,20.5370;6.3240;5.2320,OK
maximus,clickbench,10,q17,gpu,3,5.2100,5.2100,20.6470;6.3380;5.2100,OK
maximus,clickbench,10,q19,gpu,3,0.1790,0.1790,1.8860;0.2040;0.1790,OK
maximus,clickbench,10,q20,gpu,3,78.0250,78.0250,81.9020;78.2490;78.0250,OK
maximus,clickbench,10,q21,gpu,3,79.4990,79.3450,100.4080;79.3450;79.4990,OK
maximus,clickbench,10,q22,gpu,3,81.6350,81.5120,110.1110;81.5120;81.6350,OK
maximus,clickbench,10,q23,gpu,3,78.1900,78.1900,88.6900;78.7090;78.1900,OK
maximus,clickbench,10,q24,gpu,3,5.5130,5.5130,17.8370;5.8600;5.5130,OK
maximus,clickbench,10,q25,gpu,3,20.6330,20.6330,37.0140;20.9160;20.6330,OK
maximus,clickbench,10,q26,gpu,3,9.4430,9.4430,19.1250;9.9570;9.4430,OK
maximus,clickbench,10,q29,gpu,3,6.0530,6.0530,8.0810;6.0740;6.0530,OK
maximus,clickbench,10,q30,gpu,3,2.7500,2.7500,18.1920;4.0300;2.7500,OK
maximus,clickbench,10,q31,gpu,3,3.3300,3.3300,21.4170;5.6930;3.3300,OK
maximus,clickbench,10,q32,gpu,3,25.1620,25.1620,35.8170;25.3940;25.1620,OK
maximus,clickbench,10,q33,gpu,3,18.7550,18.7550,37.8800;19.9170;18.7550,OK
maximus,clickbench,10,q34,gpu,3,18.4550,18.4550,34.0010;19.7900;18.4550,OK
maximus,clickbench,10,q35,gpu,3,0.9420,0.9420,13.9460;1.5420;0.9420,OK
maximus,clickbench,10,q36,gpu,3,1.2810,1.2810,3.3860;1.3090;1.2810,OK
maximus,clickbench,10,q37,gpu,3,1.3050,1.3050,3.3720;1.3320;1.3050,OK
maximus,clickbench,10,q38,gpu,3,0.8880,0.8880,1.9650;0.8920;0.8880,OK
maximus,clickbench,10,q39,gpu,3,0.6310,0.6210,1.9130;0.6210;0.6310,OK
maximus,clickbench,10,q40,gpu,3,1.0090,1.0090,2.0200;1.0170;1.0090,OK
maximus,clickbench,10,q41,gpu,3,0.8910,0.8910,1.9610;0.9170;0.8910,OK
maximus,clickbench,10,q0,cpu,0,,,,FAIL
maximus,clickbench,10,q1,cpu,0,,,,FAIL
maximus,clickbench,10,q2,cpu,0,,,,FAIL
maximus,clickbench,10,q3,cpu,0,,,,FAIL
maximus,clickbench,10,q4,cpu,0,,,,FAIL
maximus,clickbench,10,q5,cpu,0,,,,FAIL
maximus,clickbench,10,q6,cpu,0,,,,FAIL
maximus,clickbench,10,q7,cpu,0,,,,FAIL
maximus,clickbench,10,q8,cpu,0,,,,FAIL
maximus,clickbench,10,q9,cpu,0,,,,FAIL
maximus,clickbench,10,q10,cpu,0,,,,FAIL
maximus,clickbench,10,q11,cpu,0,,,,FAIL
maximus,clickbench,10,q12,cpu,0,,,,FAIL
maximus,clickbench,10,q13,cpu,0,,,,FAIL
maximus,clickbench,10,q14,cpu,0,,,,FAIL
maximus,clickbench,10,q15,cpu,0,,,,FAIL
maximus,clickbench,10,q16,cpu,0,,,,FAIL
maximus,clickbench,10,q17,cpu,0,,,,FAIL
maximus,clickbench,10,q19,cpu,0,,,,FAIL
maximus,clickbench,10,q20,cpu,0,,,,FAIL
maximus,clickbench,10,q21,cpu,0,,,,FAIL
maximus,clickbench,10,q22,cpu,0,,,,FAIL
maximus,clickbench,10,q23,cpu,0,,,,FAIL
maximus,clickbench,10,q24,cpu,0,,,,FAIL
maximus,clickbench,10,q25,cpu,0,,,,FAIL
maximus,clickbench,10,q26,cpu,0,,,,FAIL
maximus,clickbench,10,q29,cpu,0,,,,FAIL
maximus,clickbench,10,q30,cpu,0,,,,FAIL
maximus,clickbench,10,q31,cpu,0,,,,FAIL
maximus,clickbench,10,q32,cpu,0,,,,FAIL
maximus,clickbench,10,q33,cpu,0,,,,FAIL
maximus,clickbench,10,q34,cpu,0,,,,FAIL
maximus,clickbench,10,q35,cpu,0,,,,FAIL
maximus,clickbench,10,q36,cpu,0,,,,FAIL
maximus,clickbench,10,q37,cpu,0,,,,FAIL
maximus,clickbench,10,q38,cpu,0,,,,FAIL
maximus,clickbench,10,q39,cpu,0,,,,FAIL
maximus,clickbench,10,q40,cpu,0,,,,FAIL
maximus,clickbench,10,q41,cpu,0,,,,FAIL
sirius,clickbench,10,q0,gpu,3,1.0000,,1.0000;0.0000;1.0000,OK
sirius,clickbench,10,q1,gpu,3,1.0000,1.0000,2.0000;1.0000;1.0000,OK
sirius,clickbench,10,q2,gpu,3,2.0000,1.0000,1.0000;2.0000;2.0000,OK
sirius,clickbench,10,q3,gpu,3,1.0000,1.0000,1.0000;2.0000;1.0000,OK
sirius,clickbench,10,q4,gpu,3,2.0000,1.0000,1.0000;2.0000;2.0000,OK
sirius,clickbench,10,q5,gpu,3,22.0000,21.0000,21.0000;21.0000;22.0000,OK
sirius,clickbench,10,q6,gpu,3,1.0000,1.0000,2.0000;2.0000;1.0000,OK
sirius,clickbench,10,q7,gpu,3,2.0000,2.0000,2.0000;2.0000;2.0000,OK
sirius,clickbench,10,q8,gpu,3,9.0000,8.0000,9.0000;8.0000;9.0000,OK
sirius,clickbench,10,q9,gpu,3,9.0000,9.0000,10.0000;10.0000;9.0000,OK
sirius,clickbench,10,q10,gpu,3,5.0000,4.0000,4.0000;4.0000;5.0000,OK
sirius,clickbench,10,q11,gpu,3,5.0000,5.0000,5.0000;5.0000;5.0000,OK
sirius,clickbench,10,q12,gpu,3,4.0000,4.0000,4.0000;4.0000;4.0000,OK
sirius,clickbench,10,q13,gpu,3,21.0000,21.0000,21.0000;22.0000;21.0000,OK
sirius,clickbench,10,q14,gpu,3,4.0000,4.0000,4.0000;4.0000;4.0000,OK
sirius,clickbench,10,q15,gpu,3,2.0000,2.0000,2.0000;3.0000;2.0000,OK
sirius,clickbench,10,q16,gpu,3,5.0000,5.0000,5.0000;5.0000;5.0000,OK
sirius,clickbench,10,q17,gpu,3,4.0000,4.0000,4.0000;4.0000;4.0000,OK
sirius,clickbench,10,q19,gpu,3,1.0000,1.0000,1.0000;1.0000;1.0000,OK
sirius,clickbench,10,q20,gpu,3,5.0000,5.0000,5.0000;5.0000;5.0000,OK
sirius,clickbench,10,q21,gpu,3,7.0000,7.0000,7.0000;7.0000;7.0000,OK
sirius,clickbench,10,q22,gpu,3,15.0000,15.0000,15.0000;15.0000;15.0000,OK
sirius,clickbench,10,q23,gpu,3,7.0000,7.0000,7.0000;7.0000;7.0000,OK
sirius,clickbench,10,q24,gpu,3,2.0000,2.0000,3.0000;3.0000;2.0000,OK
sirius,clickbench,10,q25,gpu,3,19.0000,17.0000,18.0000;17.0000;19.0000,OK
sirius,clickbench,10,q26,gpu,3,8.0000,6.0000,8.0000;6.0000;8.0000,OK
sirius,clickbench,10,q29,gpu,3,33.0000,31.0000,33.0000;31.0000;33.0000,OK
sirius,clickbench,10,q30,gpu,3,3.0000,2.0000,2.0000;3.0000;3.0000,OK
sirius,clickbench,10,q31,gpu,3,3.0000,3.0000,3.0000;3.0000;3.0000,OK
sirius,clickbench,10,q32,gpu,3,6.0000,6.0000,7.0000;7.0000;6.0000,OK
sirius,clickbench,10,q33,gpu,3,8.0000,8.0000,8.0000;9.0000;8.0000,OK
sirius,clickbench,10,q34,gpu,3,9.0000,9.0000,9.0000;10.0000;9.0000,OK
sirius,clickbench,10,q35,gpu,3,4.0000,4.0000,4.0000;4.0000;4.0000,OK
sirius,clickbench,10,q36,gpu,3,3.0000,3.0000,4.0000;3.0000;3.0000,OK
sirius,clickbench,10,q37,gpu,3,2.0000,2.0000,3.0000;3.0000;2.0000,OK
sirius,clickbench,10,q38,gpu,3,3.0000,2.0000,2.0000;2.0000;3.0000,OK
sirius,clickbench,10,q39,gpu,3,6.0000,6.0000,6.0000;7.0000;6.0000,OK
sirius,clickbench,10,q40,gpu,3,3.0000,2.0000,3.0000;2.0000;3.0000,OK
sirius,clickbench,10,q41,gpu,3,2.0000,2.0000,2.0000;2.0000;2.0000,OK
sirius,clickbench,10,q0,cpu,3,1.0000,,0.0000;1.0000;1.0000,OK
sirius,clickbench,10,q1,cpu,3,1.0000,1.0000,2.0000;1.0000;1.0000,OK
sirius,clickbench,10,q2,cpu,3,2.0000,1.0000,2.0000;1.0000;2.0000,OK
sirius,clickbench,10,q3,cpu,3,1.0000,1.0000,1.0000;2.0000;1.0000,OK
sirius,clickbench,10,q4,cpu,3,1.0000,1.0000,2.0000;2.0000;1.0000,OK
sirius,clickbench,10,q5,cpu,3,22.0000,22.0000,22.0000;22.0000;22.0000,OK
sirius,clickbench,10,q6,cpu,3,2.0000,1.0000,2.0000;1.0000;2.0000,OK
sirius,clickbench,10,q7,cpu,3,2.0000,2.0000,2.0000;2.0000;2.0000,OK
sirius,clickbench,10,q8,cpu,3,9.0000,9.0000,9.0000;9.0000;9.0000,OK
sirius,clickbench,10,q9,cpu,3,10.0000,10.0000,10.0000;10.0000;10.0000,OK
sirius,clickbench,10,q10,cpu,3,4.0000,4.0000,4.0000;5.0000;4.0000,OK
sirius,clickbench,10,q11,cpu,3,5.0000,5.0000,5.0000;5.0000;5.0000,OK
sirius,clickbench,10,q12,cpu,3,3.0000,3.0000,4.0000;4.0000;3.0000,OK
sirius,clickbench,10,q13,cpu,3,20.0000,20.0000,22.0000;21.0000;20.0000,OK
sirius,clickbench,10,q14,cpu,3,5.0000,4.0000,4.0000;4.0000;5.0000,OK
sirius,clickbench,10,q15,cpu,3,2.0000,2.0000,2.0000;3.0000;2.0000,OK
sirius,clickbench,10,q16,cpu,3,5.0000,5.0000,6.0000;5.0000;5.0000,OK
sirius,clickbench,10,q17,cpu,3,4.0000,4.0000,4.0000;4.0000;4.0000,OK
sirius,clickbench,10,q19,cpu,3,1.0000,1.0000,1.0000;1.0000;1.0000,OK
sirius,clickbench,10,q20,cpu,3,5.0000,5.0000,5.0000;5.0000;5.0000,OK
sirius,clickbench,10,q21,cpu,3,7.0000,7.0000,7.0000;7.0000;7.0000,OK
sirius,clickbench,10,q22,cpu,3,16.0000,15.0000,16.0000;15.0000;16.0000,OK
sirius,clickbench,10,q23,cpu,3,7.0000,7.0000,7.0000;7.0000;7.0000,OK
sirius,clickbench,10,q24,cpu,3,2.0000,2.0000,3.0000;3.0000;2.0000,OK
sirius,clickbench,10,q25,cpu,3,17.0000,17.0000,19.0000;17.0000;17.0000,OK
sirius,clickbench,10,q26,cpu,3,7.0000,7.0000,7.0000;7.0000;7.0000,OK
sirius,clickbench,10,q29,cpu,3,32.0000,32.0000,32.0000;34.0000;32.0000,OK
sirius,clickbench,10,q30,cpu,3,2.0000,2.0000,3.0000;3.0000;2.0000,OK
sirius,clickbench,10,q31,cpu,3,3.0000,3.0000,3.0000;3.0000;3.0000,OK
sirius,clickbench,10,q32,cpu,3,7.0000,7.0000,7.0000;7.0000;7.0000,OK
sirius,clickbench,10,q33,cpu,3,9.0000,8.0000,9.0000;8.0000;9.0000,OK
sirius,clickbench,10,q34,cpu,3,9.0000,9.0000,9.0000;9.0000;9.0000,OK
sirius,clickbench,10,q35,cpu,3,4.0000,3.0000,4.0000;3.0000;4.0000,OK
sirius,clickbench,10,q36,cpu,3,3.0000,3.0000,3.0000;3.0000;3.0000,OK
sirius,clickbench,10,q37,cpu,3,3.0000,3.0000,3.0000;3.0000;3.0000,OK
sirius,clickbench,10,q38,cpu,3,2.0000,2.0000,2.0000;2.0000;2.0000,OK
sirius,clickbench,10,q39,cpu,3,7.0000,6.0000,7.0000;6.0000;7.0000,OK
sirius,clickbench,10,q40,cpu,3,3.0000,2.0000,2.0000;3.0000;3.0000,OK
sirius,clickbench,10,q41,cpu,3,2.0000,2.0000,2.0000;2.0000;2.0000,OK
