config,pl_w,sm_mhz,engine,benchmark,sf,query,storage,n_reps,run3_ms,min_ms,all_ms,status
pl400w_smauto,400,auto,maximus,h2o,4gb,q1,cpu,3,150.6080,150.3960,162.2260;150.3960;150.6080,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q3,cpu,3,345.7240,344.5370,358.0220;344.5370;345.7240,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q5,cpu,3,217.5150,216.9510,230.4770;216.9510;217.5150,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q6,cpu,3,499.2840,498.8330,526.5290;498.8330;499.2840,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q7,cpu,3,309.4300,293.7480,306.2240;293.7480;309.4300,OK
pl400w_smauto,400,auto,maximus,h2o,4gb,q9,cpu,3,61.0120,60.8610,83.0440;60.8610;61.0120,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q1,gpu,3,15.0000,14.0000,14.0000;14.0000;15.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q3,gpu,3,113.0000,104.0000,113.0000;104.0000;113.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q5,gpu,3,17.0000,16.0000,16.0000;17.0000;17.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q6,gpu,3,25.0000,25.0000,25.0000;25.0000;25.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q7,gpu,3,77.0000,77.0000,77.0000;77.0000;77.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q9,gpu,3,55.0000,55.0000,55.0000;55.0000;55.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q1,cpu,3,14.0000,14.0000,14.0000;14.0000;14.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q3,cpu,3,91.0000,91.0000,104.0000;94.0000;91.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q5,cpu,3,17.0000,17.0000,17.0000;17.0000;17.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q6,cpu,3,25.0000,25.0000,25.0000;25.0000;25.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q7,cpu,3,77.0000,77.0000,88.0000;78.0000;77.0000,OK
pl400w_smauto,400,auto,sirius,h2o,4gb,q9,cpu,3,55.0000,55.0000,56.0000;55.0000;55.0000,OK
pl900w_smauto,900,auto,maximus,tpch,10,q1,gpu,3,27.7830,27.7830,40.2580;27.8410;27.7830,OK
pl900w_smauto,900,auto,maximus,tpch,10,q3,gpu,3,10.2970,10.2970,29.1780;10.3740;10.2970,OK
pl900w_smauto,900,auto,maximus,tpch,10,q6,gpu,3,5.1330,5.1330,7.3250;5.1570;5.1330,OK
pl900w_smauto,900,auto,maximus,tpch,10,q9,gpu,3,25.7740,25.7740,46.4030;25.7760;25.7740,OK
pl900w_smauto,900,auto,maximus,tpch,10,q13,gpu,3,110.4770,110.4770,125.0970;110.5690;110.4770,OK
pl900w_smauto,900,auto,maximus,tpch,10,q16,gpu,3,27.2640,27.2640,47.0480;27.3140;27.2640,OK
pl900w_smauto,900,auto,maximus,tpch,10,q1,cpu,3,45.2450,45.0610,64.2260;45.0610;45.2450,OK
pl900w_smauto,900,auto,maximus,tpch,10,q3,cpu,3,19.7670,19.7260,38.6980;19.7260;19.7670,OK
pl900w_smauto,900,auto,maximus,tpch,10,q6,cpu,3,12.3260,12.3260,15.5460;12.3800;12.3260,OK
pl900w_smauto,900,auto,maximus,tpch,10,q9,cpu,3,260.6320,260.6320,279.3570;261.7060;260.6320,OK
pl900w_smauto,900,auto,maximus,tpch,10,q13,cpu,3,123.6930,123.6460,139.2140;123.6460;123.6930,OK
pl900w_smauto,900,auto,maximus,tpch,10,q16,cpu,3,123.6830,123.6830,144.7130;124.0030;123.6830,OK
pl900w_smauto,900,auto,sirius,tpch,10,q1,gpu,3,64.0000,64.0000,65.0000;67.0000;64.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q3,gpu,3,22.0000,21.0000,22.0000;21.0000;22.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q6,gpu,3,4.0000,3.0000,3.0000;4.0000;4.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q9,gpu,3,670.0000,670.0000,676.0000;673.0000;670.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q13,gpu,3,43.0000,43.0000,44.0000;44.0000;43.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q16,gpu,3,51.0000,51.0000,51.0000;52.0000;51.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q1,cpu,3,64.0000,63.0000,63.0000;67.0000;64.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q3,cpu,3,22.0000,22.0000,22.0000;22.0000;22.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q6,cpu,3,3.0000,3.0000,4.0000;4.0000;3.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q9,cpu,3,678.0000,675.0000,683.0000;675.0000;678.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q13,cpu,3,43.0000,43.0000,43.0000;43.0000;43.0000,OK
pl900w_smauto,900,auto,sirius,tpch,10,q16,cpu,3,51.0000,51.0000,51.0000;51.0000;51.0000,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q1,gpu,3,15.6830,15.6830,27.3750;15.7200;15.6830,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q3,gpu,3,57.4890,57.4890,72.3870;57.6770;57.4890,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q5,gpu,3,9.6130,9.6130,26.0110;9.6850;9.6130,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q6,gpu,3,326.8520,326.8520,352.4530;326.9990;326.8520,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q7,gpu,3,42.5170,42.5170,60.4010;42.5740;42.5170,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q9,gpu,3,46.0290,46.0290,67.2360;46.3710;46.0290,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q1,cpu,3,152.6430,152.4660,162.0100;152.4660;152.6430,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q3,cpu,3,350.4250,348.5070,361.7980;348.5070;350.4250,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q5,cpu,3,217.1940,217.1940,232.3480;217.4630;217.1940,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q6,cpu,3,493.5100,492.0700,523.5700;492.0700;493.5100,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q7,cpu,3,293.8960,293.8800,308.7660;293.8800;293.8960,OK
pl900w_smauto,900,auto,maximus,h2o,4gb,q9,cpu,3,61.3270,61.2020,87.5860;61.2020;61.3270,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q1,gpu,3,14.0000,14.0000,14.0000;14.0000;14.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q3,gpu,3,103.0000,103.0000,104.0000;104.0000;103.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q5,gpu,3,17.0000,17.0000,17.0000;17.0000;17.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q6,gpu,3,25.0000,25.0000,25.0000;25.0000;25.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q7,gpu,3,76.0000,76.0000,76.0000;86.0000;76.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q9,gpu,3,55.0000,55.0000,55.0000;56.0000;55.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q1,cpu,3,15.0000,14.0000,14.0000;14.0000;15.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q3,cpu,3,103.0000,101.0000,101.0000;101.0000;103.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q5,cpu,3,17.0000,17.0000,17.0000;17.0000;17.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q6,cpu,3,25.0000,25.0000,26.0000;25.0000;25.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q7,cpu,3,77.0000,77.0000,89.0000;77.0000;77.0000,OK
pl900w_smauto,900,auto,sirius,h2o,4gb,q9,cpu,3,55.0000,55.0000,55.0000;55.0000;55.0000,OK
pl900w_sm600,900,600,maximus,tpch,10,q1,gpu,3,75.9640,75.8830,85.7240;75.8830;75.9640,OK
pl900w_sm600,900,600,maximus,tpch,10,q3,gpu,3,28.2930,28.2930,47.4880;28.3600;28.2930,OK
pl900w_sm600,900,600,maximus,tpch,10,q6,gpu,3,14.5710,14.5710,16.8730;14.6040;14.5710,OK
pl900w_sm600,900,600,maximus,tpch,10,q9,gpu,3,75.3970,75.2410,95.2460;75.2410;75.3970,OK
pl900w_sm600,900,600,maximus,tpch,10,q13,gpu,3,332.4730,332.3850,352.6430;332.3850;332.4730,OK
pl900w_sm600,900,600,maximus,tpch,10,q16,gpu,3,78.4840,78.4750,98.5330;78.4750;78.4840,OK
pl900w_sm600,900,600,maximus,tpch,10,q1,cpu,3,110.5750,110.5750,129.2710;110.6570;110.5750,OK
pl900w_sm600,900,600,maximus,tpch,10,q3,cpu,3,45.0400,45.0400,60.6580;45.1280;45.0400,OK
pl900w_sm600,900,600,maximus,tpch,10,q6,cpu,3,26.4350,26.4350,29.3050;26.5040;26.4350,OK
pl900w_sm600,900,600,maximus,tpch,10,q9,cpu,3,311.0380,310.6950,331.9020;310.6950;311.0380,OK
pl900w_sm600,900,600,maximus,tpch,10,q13,cpu,3,354.3500,354.1730,370.2380;354.1730;354.3500,OK
pl900w_sm600,900,600,maximus,tpch,10,q16,cpu,3,177.4090,177.4090,207.5010;177.8490;177.4090,OK
pl900w_sm600,900,600,sirius,tpch,10,q1,gpu,3,169.0000,168.0000,168.0000;170.0000;169.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q3,gpu,3,57.0000,57.0000,57.0000;57.0000;57.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q6,gpu,3,9.0000,8.0000,9.0000;8.0000;9.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q9,gpu,3,832.0000,824.0000,824.0000;836.0000;832.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q13,gpu,3,111.0000,111.0000,111.0000;111.0000;111.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q16,gpu,3,132.0000,132.0000,133.0000;133.0000;132.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q1,cpu,3,170.0000,169.0000,169.0000;170.0000;170.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q3,cpu,3,57.0000,56.0000,56.0000;57.0000;57.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q6,cpu,3,8.0000,8.0000,9.0000;9.0000;8.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q9,cpu,3,850.0000,833.0000,836.0000;833.0000;850.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q13,cpu,3,111.0000,111.0000,112.0000;111.0000;111.0000,OK
pl900w_sm600,900,600,sirius,tpch,10,q16,cpu,3,132.0000,131.0000,131.0000;132.0000;132.0000,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q1,gpu,3,46.3560,46.2980,57.4600;46.2980;46.3560,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q3,gpu,3,100.7110,100.7110,113.7830;100.8720;100.7110,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q5,gpu,3,26.1290,26.1290,42.1650;26.2610;26.1290,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q6,gpu,3,754.2600,754.2600,779.1700;754.6310;754.2600,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q7,gpu,3,77.7430,77.7430,91.2820;77.8190;77.7430,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q9,gpu,3,125.5170,125.5170,146.7810;125.6070;125.5170,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q1,cpu,3,185.0720,185.0150,197.5360;185.0150;185.0720,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q3,cpu,3,402.4190,400.9880,415.9230;400.9880;402.4190,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q5,cpu,3,240.9710,240.0560,254.1060;240.0560;240.9710,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q6,cpu,3,924.5780,923.9100,951.1470;923.9100;924.5780,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q7,cpu,3,335.7400,335.3640,349.1320;335.3640;335.7400,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q9,cpu,3,156.1350,156.1350,180.2670;156.3570;156.1350,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q1,gpu,3,39.0000,38.0000,39.0000;38.0000;39.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q3,gpu,3,143.0000,143.0000,150.0000;144.0000;143.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q5,gpu,3,38.0000,38.0000,39.0000;38.0000;38.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q6,gpu,3,55.0000,55.0000,56.0000;56.0000;55.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q7,gpu,3,103.0000,103.0000,109.0000;106.0000;103.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q9,gpu,3,118.0000,118.0000,118.0000;118.0000;118.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q1,cpu,3,38.0000,38.0000,39.0000;38.0000;38.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q3,cpu,3,133.0000,133.0000,144.0000;145.0000;133.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q5,cpu,3,38.0000,38.0000,39.0000;38.0000;38.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q6,cpu,3,56.0000,55.0000,55.0000;55.0000;56.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q7,cpu,3,108.0000,108.0000,110.0000;114.0000;108.0000,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q9,cpu,3,118.0000,118.0000,119.0000;118.0000;118.0000,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q1,gpu,3,43.0220,43.0220,59.7260;43.0620;43.0220,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q3,gpu,3,16.1810,16.1810,28.5940;16.2290;16.1810,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q6,gpu,3,8.3050,8.3050,10.4980;8.3050;8.3050,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q9,gpu,3,42.2850,42.2170,62.7790;42.2170;42.2850,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q13,gpu,3,183.3340,183.3340,200.0920;183.5540;183.3340,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q16,gpu,3,44.2310,44.1850,63.8350;44.1850;44.2310,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q1,cpu,3,65.3560,65.3190,83.3800;65.3190;65.3560,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q3,cpu,3,27.5060,27.4910,47.7100;27.4910;27.5060,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q6,cpu,3,16.5820,16.5820,19.5970;16.7270;16.5820,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q9,cpu,3,275.4850,275.3050,296.6420;275.3050;275.4850,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q13,cpu,3,197.7610,197.5460,213.8510;197.5460;197.7610,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q16,cpu,3,139.0140,138.8790,160.9830;138.8790;139.0140,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q1,gpu,3,97.0000,97.0000,97.0000;97.0000;97.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q3,gpu,3,33.0000,33.0000,33.0000;33.0000;33.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q6,gpu,3,5.0000,5.0000,5.0000;6.0000;5.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q9,gpu,3,738.0000,719.0000,719.0000;724.0000;738.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q13,gpu,3,64.0000,63.0000,64.0000;63.0000;64.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q16,gpu,3,76.0000,76.0000,77.0000;78.0000;76.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q1,cpu,3,97.0000,96.0000,96.0000;97.0000;97.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q3,cpu,3,33.0000,33.0000,33.0000;34.0000;33.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q6,cpu,3,5.0000,5.0000,6.0000;5.0000;5.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q9,cpu,3,744.0000,720.0000,720.0000;727.0000;744.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q13,cpu,3,63.0000,63.0000,64.0000;63.0000;63.0000,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q16,cpu,3,77.0000,77.0000,77.0000;78.0000;77.0000,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q1,gpu,3,25.9950,25.9160,38.3280;25.9160;25.9950,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q3,gpu,3,63.6230,63.6230,76.4060;63.8680;63.6230,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q5,gpu,3,14.8000,14.8000,28.6730;14.8650;14.8000,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q6,gpu,3,426.0820,426.0820,449.9310;426.1520;426.0820,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q7,gpu,3,47.5240,47.5240,61.7640;47.5630;47.5240,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q9,gpu,3,70.9600,69.5470,90.9490;69.5470;70.9600,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q1,cpu,3,160.0260,160.0260,170.1610;160.3210;160.0260,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q3,cpu,3,353.8700,353.3620,368.0870;353.3620;353.8700,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q5,cpu,3,221.9140,220.9740,235.4410;220.9740;221.9140,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q6,cpu,3,593.8490,593.2710,618.4040;593.2710;593.8490,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q7,cpu,3,294.0930,294.0930,312.6150;294.2070;294.0930,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q9,cpu,3,90.3770,90.3770,113.1990;90.6300;90.3770,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q1,gpu,3,22.0000,22.0000,22.0000;22.0000;22.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q3,gpu,3,111.0000,106.0000,107.0000;106.0000;111.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q5,gpu,3,25.0000,24.0000,24.0000;24.0000;25.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q6,gpu,3,35.0000,35.0000,35.0000;36.0000;35.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q7,gpu,3,81.0000,76.0000,81.0000;76.0000;81.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q9,gpu,3,76.0000,75.0000,76.0000;75.0000;76.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q1,cpu,3,22.0000,22.0000,23.0000;22.0000;22.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q3,cpu,3,117.0000,110.0000,110.0000;117.0000;117.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q5,cpu,3,24.0000,24.0000,24.0000;24.0000;24.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q6,cpu,3,35.0000,35.0000,35.0000;36.0000;35.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q7,cpu,3,83.0000,82.0000,94.0000;82.0000;83.0000,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q9,cpu,3,76.0000,76.0000,76.0000;76.0000;76.0000,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q1,gpu,3,29.1900,29.1900,38.6680;29.2400;29.1900,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q3,gpu,3,10.8990,10.8990,26.0540;10.9700;10.8990,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q6,gpu,3,5.4220,5.4220,7.5270;5.4240;5.4220,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q9,gpu,3,27.2620,27.2620,45.6230;27.3110;27.2620,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q13,gpu,3,117.0270,117.0270,130.1060;117.1420;117.0270,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q16,gpu,3,28.7950,28.7950,51.8250;28.8280;28.7950,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q1,cpu,3,46.7450,46.6760,59.4870;46.6760;46.7450,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q3,cpu,3,20.2610,20.2610,37.9390;20.2820;20.2610,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q6,cpu,3,12.5730,12.5730,16.0380;12.6200;12.5730,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q9,cpu,3,263.9080,263.9080,287.5020;264.4290;263.9080,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q13,cpu,3,129.2130,129.2130,147.8570;129.3210;129.2130,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q16,cpu,3,123.0940,122.6240,144.5480;122.6240;123.0940,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q1,gpu,3,66.0000,66.0000,67.0000;67.0000;66.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q3,gpu,3,23.0000,22.0000,23.0000;22.0000;23.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q6,gpu,3,4.0000,4.0000,4.0000;4.0000;4.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q9,gpu,3,675.0000,666.0000,666.0000;680.0000;675.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q13,gpu,3,45.0000,45.0000,45.0000;46.0000;45.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q16,gpu,3,52.0000,52.0000,53.0000;53.0000;52.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q1,cpu,3,67.0000,67.0000,68.0000;67.0000;67.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q3,cpu,3,22.0000,22.0000,23.0000;23.0000;22.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q6,cpu,3,4.0000,4.0000,4.0000;4.0000;4.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q9,cpu,3,675.0000,672.0000,688.0000;672.0000;675.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q13,cpu,3,46.0000,45.0000,46.0000;45.0000;46.0000,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q16,cpu,3,53.0000,53.0000,53.0000;54.0000;53.0000,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q1,gpu,3,16.7140,16.7140,29.3080;16.9390;16.7140,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q3,gpu,3,57.7530,57.7530,75.0400;58.1770;57.7530,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q5,gpu,3,10.0260,10.0260,22.8910;10.0790;10.0260,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q6,gpu,3,331.3130,331.1710,355.5490;331.1710;331.3130,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q7,gpu,3,42.2720,42.2720,56.8350;42.4950;42.2720,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q9,gpu,3,46.5090,46.5090,67.6370;46.9120;46.5090,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q1,cpu,3,152.6600,152.6600,165.5810;152.6800;152.6600,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q3,cpu,3,343.9400,343.3170,356.7340;343.3170;343.9400,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q5,cpu,3,216.3440,215.2400,229.0150;215.2400;216.3440,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q6,cpu,3,497.8570,497.0580,523.1490;497.0580;497.8570,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q7,cpu,3,290.1640,289.8080,303.6210;289.8080;290.1640,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q9,cpu,3,62.3500,62.1130,84.0770;62.1130;62.3500,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q1,gpu,3,15.0000,14.0000,14.0000;15.0000;15.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q3,gpu,3,101.0000,101.0000,103.0000;102.0000;101.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q5,gpu,3,18.0000,17.0000,18.0000;17.0000;18.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q6,gpu,3,26.0000,25.0000,26.0000;25.0000;26.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q7,gpu,3,71.0000,71.0000,76.0000;72.0000;71.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q9,gpu,3,56.0000,55.0000,55.0000;56.0000;56.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q1,cpu,3,15.0000,15.0000,15.0000;15.0000;15.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q3,cpu,3,104.0000,104.0000,116.0000;104.0000;104.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q5,cpu,3,17.0000,17.0000,18.0000;17.0000;17.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q6,cpu,3,26.0000,25.0000,25.0000;26.0000;26.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q7,cpu,3,79.0000,75.0000,75.0000;76.0000;79.0000,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q9,cpu,3,55.0000,55.0000,56.0000;56.0000;55.0000,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q1,gpu,3,60.5290,51.6550,78.9750;51.6550;60.5290,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q3,gpu,3,25.0870,25.0870,43.1050;30.5880;25.0870,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q6,gpu,3,12.6390,12.6390,22.9770;14.2090;12.6390,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q9,gpu,3,59.4860,59.4860,90.5570;64.7040;59.4860,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q13,gpu,3,195.7810,191.9140,198.7330;191.9140;195.7810,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q16,gpu,3,44.4220,44.4220,67.1140;44.4330;44.4220,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q1,cpu,3,65.3740,65.3740,79.9560;65.4800;65.3740,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q3,cpu,3,27.4620,27.4620,50.3400;27.5070;27.4620,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q6,cpu,3,16.8840,16.6440,19.6100;16.6440;16.8840,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q9,cpu,3,275.2650,275.2130,295.3950;275.2130;275.2650,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q13,cpu,3,198.1660,197.6970,219.6010;197.6970;198.1660,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q16,cpu,3,139.1560,139.1560,159.8670;140.4580;139.1560,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q1,gpu,3,121.0000,110.0000,112.0000;110.0000;121.0000,OK
