benchmark,sf,query,n_reps,min_ms,avg_ms,all_ms,status
microbench_h2o,1gb,w6_015,5,12.2790,15.8896,30.0630;12.2850;12.2880;12.5330;12.2790,OK
microbench_h2o,1gb,w6_022,5,22.5770,22.8814,23.0590;22.5900;22.5770;23.0600;23.1210,OK
microbench_h2o,1gb,w6_024,5,5.6690,5.6850,5.7040;5.6910;5.6780;5.6830;5.6690,OK
microbench_h2o,1gb,w6_025,5,4.6010,4.6162,4.6320;4.6230;4.6080;4.6010;4.6170,OK
microbench_h2o,1gb,w6_026,5,4.0040,4.0522,4.0040;4.1780;4.0320;4.0260;4.0210,OK
microbench_h2o,1gb,w6_034,5,6.7690,6.9498,7.2600;6.9650;6.9450;6.7690;6.8100,OK
microbench_h2o,1gb,w6_035,5,29.4350,29.8370,30.0680;30.0590;29.4350;29.4790;30.1440,OK
microbench_h2o,2gb,w1_001,5,0.3170,0.5540,1.3440;0.3590;0.4270;0.3230;0.3170,OK
microbench_h2o,2gb,w1_002,5,16.6410,16.9410,17.8070;16.7220;16.7200;16.6410;16.8150,OK
microbench_h2o,2gb,w1_003,5,18.0960,18.1090,18.1280;18.0960;18.1220;18.0960;18.1030,OK
microbench_h2o,2gb,w1_004,5,17.3440,17.5688,18.1790;17.3440;17.3610;17.4800;17.4800,OK
microbench_h2o,2gb,w1_005,5,35.8760,36.2894,37.5940;35.8760;36.0460;35.8940;36.0370,OK
microbench_h2o,2gb,w1_006,5,53.2060,53.2796,53.2060;53.2700;53.3010;53.4030;53.2180,OK
microbench_h2o,2gb,w1_007,5,64.2740,65.4910,67.6060;65.4670;65.5890;64.5190;64.2740,OK
microbench_h2o,2gb,w2_008,5,1.7160,1.8208,2.1880;1.7220;1.7160;1.7160;1.7620,OK
microbench_h2o,2gb,w2_009,5,0.7710,0.7770,0.7760;0.7790;0.7790;0.7800;0.7710,OK
microbench_h2o,2gb,w2_010,5,2.1420,2.7318,4.9820;2.1870;2.1500;2.1980;2.1420,OK
microbench_h2o,2gb,w2_011,5,5.9470,6.0074,6.0960;5.9780;6.0180;5.9470;5.9980,OK
microbench_h2o,2gb,w2_012,5,2.1830,2.1994,2.1990;2.2450;2.1870;2.1830;2.1830,OK
microbench_h2o,2gb,w2_013,5,1.4860,1.5238,1.5480;1.4860;1.5230;1.5010;1.5610,OK
microbench_h2o,2gb,w2_014,5,18.6830,18.7950,18.8310;18.8750;18.7420;18.8440;18.6830,OK
microbench_h2o,2gb,w3_016,5,8.0160,8.4632,10.0920;8.0160;8.0210;8.1430;8.0440,OK
microbench_h2o,2gb,w3_017,5,9.2170,9.3126,9.4360;9.2170;9.3330;9.3150;9.2620,OK
microbench_h2o,2gb,w3_018,5,6.2750,6.2836,6.2950;6.2760;6.2940;6.2780;6.2750,OK
microbench_h2o,2gb,w3_019,5,6.6740,7.1302,8.2530;6.8000;6.9940;6.9300;6.6740,OK
microbench_h2o,2gb,w3_020,5,5.6440,5.6830,5.7240;5.6500;5.6440;5.7480;5.6490,OK
microbench_h2o,2gb,w3_021,5,7.3020,7.4172,7.3140;7.6880;7.3020;7.4180;7.3640,OK
microbench_h2o,2gb,w3_023,5,14.3500,14.5458,14.3500;14.4200;14.4840;14.9330;14.5420,OK
microbench_h2o,2gb,w4_027,5,25.8690,26.4284,26.2230;25.8690;26.1200;26.3910;27.5390,OK
microbench_h2o,2gb,w4_028,5,4.1070,4.3264,5.1090;4.1760;4.1180;4.1220;4.1070,OK
microbench_h2o,2gb,w4_029,5,5.1510,5.4256,6.3050;5.2540;5.1710;5.1510;5.2470,OK
microbench_h2o,2gb,w4_030,5,27.2040,38.3052,43.4610;30.3650;42.1440;48.3520;27.2040,OK
microbench_h2o,2gb,w4_031,5,137.5480,144.5200,145.8510;137.5480;146.2470;143.8830;149.0710,OK
microbench_h2o,2gb,w4_032,5,38.1430,40.8546,45.2240;42.1580;38.1430;38.6580;40.0900,OK
microbench_h2o,2gb,w4_033,5,131.4610,133.4052,137.0090;133.5750;132.5570;131.4610;132.4240,OK
microbench_h2o,2gb,w6_015,5,26.4000,32.3050,54.7290;26.9590;27.0210;26.4160;26.4000,OK
microbench_h2o,2gb,w6_022,5,49.9090,50.1510,50.8130;50.0730;49.9090;49.9870;49.9730,OK
microbench_h2o,2gb,w6_024,5,10.9050,10.9480,10.9680;10.9500;10.9930;10.9240;10.9050,OK
microbench_h2o,2gb,w6_025,5,8.8330,8.8572,8.8590;8.8840;8.8530;8.8330;8.8570,OK
microbench_h2o,2gb,w6_026,5,7.6440,7.6772,7.7270;7.6680;7.6690;7.6440;7.6780,OK
microbench_h2o,2gb,w6_034,5,12.4950,12.6996,13.0070;12.4950;12.6650;12.5310;12.8000,OK
microbench_h2o,2gb,w6_035,5,61.5010,62.2242,63.5590;61.5010;62.8310;61.6680;61.5620,OK
microbench_h2o,4gb,w1_001,5,0.3080,0.5338,1.3390;0.3680;0.3430;0.3080;0.3110,OK
microbench_h2o,4gb,w1_002,5,33.0730,33.3684,34.2120;33.1970;33.1870;33.0730;33.1730,OK
microbench_h2o,4gb,w1_003,5,35.8440,35.8904,35.9390;35.9180;35.8440;35.8820;35.8690,OK
microbench_h2o,4gb,w1_004,5,34.1570,34.4768,35.0050;34.4360;34.2080;34.5780;34.1570,OK
microbench_h2o,4gb,w1_005,5,70.1660,71.6060,73.1780;71.4080;70.1660;71.5400;71.7380,OK
microbench_h2o,4gb,w1_006,5,104.8270,105.6220,104.9490;104.8270;106.1300;106.2380;105.9660,OK
microbench_h2o,4gb,w1_007,5,128.5130,130.1818,130.2560;128.5130;130.4120;130.4930;131.2350,OK
microbench_h2o,4gb,w2_008,5,3.0360,3.0590,3.1440;3.0380;3.0410;3.0360;3.0360,OK
microbench_h2o,4gb,w2_009,5,1.4420,1.4508,1.4580;1.4540;1.4420;1.4520;1.4480,OK
microbench_h2o,4gb,w2_010,5,3.8600,4.4148,6.6040;3.8770;3.8600;3.8700;3.8630,OK
microbench_h2o,4gb,w2_011,5,11.5040,11.5322,11.5630;11.5690;11.5210;11.5040;11.5040,OK
microbench_h2o,4gb,w2_012,5,4.0260,4.0430,4.0450;4.0350;4.0670;4.0260;4.0420,OK
microbench_h2o,4gb,w2_013,5,2.5480,2.5628,2.5700;2.5620;2.5810;2.5530;2.5480,OK
microbench_h2o,4gb,w2_014,5,37.0640,37.1792,37.3520;37.2520;37.0750;37.0640;37.1530,OK
microbench_h2o,4gb,w3_016,5,15.5640,16.7182,20.8160;15.5970;15.9360;15.5640;15.6780,OK
microbench_h2o,4gb,w3_017,5,18.0370,18.2520,18.3040;18.0370;18.0710;18.3240;18.5240,OK
microbench_h2o,4gb,w3_018,5,12.2750,12.3676,12.2810;12.2750;12.2980;12.5890;12.3950,OK
microbench_h2o,4gb,w3_019,5,13.2600,13.6600,14.3230;13.7100;13.3800;13.2600;13.6270,OK
microbench_h2o,4gb,w3_020,5,11.0270,11.0356,11.0290;11.0270;11.0290;11.0500;11.0430,OK
microbench_h2o,4gb,w3_021,5,14.2140,14.3500,14.6980;14.2140;14.3610;14.2240;14.2530,OK
microbench_h2o,4gb,w3_023,5,28.0620,28.6368,28.2070;28.0620;29.9290;28.2250;28.7610,OK
microbench_h2o,4gb,w4_027,5,38.6940,39.2508,40.0780;38.6940;38.8630;38.9490;39.6700,OK
microbench_h2o,4gb,w4_028,5,8.0630,8.3076,9.1170;8.2010;8.0920;8.0650;8.0630,OK
microbench_h2o,4gb,w4_029,5,9.9140,10.1590,10.9500;10.0120;9.9140;9.9840;9.9350,OK
microbench_h2o,4gb,w4_030,5,33.5340,42.9914,49.7790;39.3310;36.0790;33.5340;56.2340,OK
microbench_h2o,4gb,w4_031,5,243.3770,276.6274,243.3770;258.4000;282.7700;300.4460;298.1440,OK
microbench_h2o,4gb,w4_032,5,50.0890,59.1294,78.4640;65.8460;50.0890;50.1190;51.1290,OK
microbench_h2o,4gb,w4_033,5,180.2730,185.3908,190.4020;186.6170;185.4180;180.2730;184.2440,OK
microbench_h2o,4gb,w6_015,5,57.0900,59.1860,64.2120;58.2720;58.1210;57.0900;58.2350,OK
microbench_h2o,4gb,w6_022,5,109.8170,109.8974,109.8710;109.8490;109.9290;109.8170;110.0210,OK
microbench_h2o,4gb,w6_024,5,21.3760,21.3966,21.4170;21.3830;21.4200;21.3760;21.3870,OK
microbench_h2o,4gb,w6_025,5,17.2780,17.3228,17.3540;17.3460;17.2780;17.3160;17.3200,OK
microbench_h2o,4gb,w6_026,5,14.9420,15.0474,15.1850;14.9710;15.1330;15.0060;14.9420,OK
microbench_h2o,4gb,w6_034,5,23.6310,23.9146,24.5900;23.6310;23.8570;23.7470;23.7480,OK
microbench_h2o,4gb,w6_035,5,130.7690,132.1036,136.5290;131.1490;130.8530;131.2180;130.7690,OK
microbench_h2o,10gb,w1_001,5,0.3480,0.6044,1.4720;0.4390;0.3980;0.3650;0.3480,OK
microbench_h2o,10gb,w1_002,5,82.0230,110.6504,93.4120;209.3620;85.9140;82.5410;82.0230,OK
microbench_h2o,10gb,w1_003,5,89.2350,151.3540,247.9590;240.9270;89.4050;89.2350;89.2440,OK
microbench_h2o,10gb,w1_004,5,82.0480,90.5858,115.0690;85.1690;85.1170;82.0480;85.5260,OK
microbench_h2o,10gb,w1_005,5,215.6760,278.3874,233.8040;215.6760;391.0290;272.1640;279.2640,OK
microbench_h2o,10gb,w1_006,5,264.4030,302.7112,265.2300;306.5850;340.2000;337.1380;264.4030,OK
microbench_h2o,10gb,w1_007,5,325.4450,375.2548,494.4190;343.7970;325.4450;327.7170;384.8960,OK
microbench_h2o,10gb,w2_008,5,16.1160,41.2268,45.1940;36.6220;16.1160;54.0500;54.1520,OK
microbench_h2o,10gb,w2_009,5,3.5100,7.6528,7.3040;3.6160;20.2830;3.5100;3.5510,OK
microbench_h2o,10gb,w2_010,5,41.9810,68.7706,69.0360;41.9810;93.5960;61.3420;77.8980,OK
microbench_h2o,10gb,w2_011,5,32.1640,47.8236,63.6430;69.5610;35.3820;38.3680;32.1640,OK
microbench_h2o,10gb,w2_012,5,18.9720,45.4596,65.0120;99.6410;19.0970;24.5760;18.9720,OK
microbench_h2o,10gb,w2_013,5,27.5960,39.4888,50.0170;27.5960;50.1340;31.0450;38.6520,OK
microbench_h2o,10gb,w2_014,5,170.3780,189.0502,193.8320;171.2550;199.5110;210.2750;170.3780,OK
microbench_h2o,10gb,w3_016,5,68.1040,97.5138,74.5870;163.4270;99.4340;82.0170;68.1040,OK
microbench_h2o,10gb,w3_017,5,71.2210,117.1080,126.9720;172.3600;124.5840;71.2210;90.4030,OK
microbench_h2o,10gb,w3_018,5,37.2770,68.2732,99.6310;107.0180;48.0500;49.3900;37.2770,OK
microbench_h2o,10gb,w3_019,5,83.3380,128.8314,100.0930;163.1550;185.9700;111.6010;83.3380,OK
microbench_h2o,10gb,w3_020,5,50.2000,75.8292,82.5710;106.7450;83.3800;50.2000;56.2500,OK
microbench_h2o,10gb,w3_021,5,96.4950,106.4616,99.9670;101.8540;127.7060;96.4950;106.2860,OK
microbench_h2o,10gb,w3_023,5,88.3040,128.9316,183.3150;137.9700;137.2190;97.8500;88.3040,OK
microbench_h2o,10gb,w4_027,5,156.7010,259.5130,156.7010;245.0330;500.2190;226.9100;168.7020,OK
microbench_h2o,10gb,w4_028,5,56.0070,104.2416,131.2880;101.2320;129.9450;102.7360;56.0070,OK
microbench_h2o,10gb,w4_029,5,79.5800,172.3862,177.5700;256.2340;268.3420;79.5800;80.2050,OK
microbench_h2o,10gb,w4_030,5,140.9260,152.4598,153.9290;140.9260;165.4610;148.7420;153.2410,OK
microbench_h2o,10gb,w4_031,0,,,,FAIL
microbench_h2o,10gb,w4_032,5,77.5540,80.4882,77.5540;77.7060;83.1190;82.7340;81.3280,OK
microbench_h2o,10gb,w4_033,5,252.2330,262.9766,259.2100;252.2330;258.7470;266.8910;277.8020,OK
microbench_h2o,10gb,w6_015,5,161.8930,164.8174,172.3570;161.9330;161.8930;162.0520;165.8520,OK
microbench_h2o,10gb,w6_022,5,315.4750,318.7074,326.0430;315.4750;320.6850;315.7260;315.6080,OK
microbench_h2o,10gb,w6_024,5,52.5790,54.5538,62.2530;52.5970;52.6870;52.5790;52.6530,OK
microbench_h2o,10gb,w6_025,5,42.6140,44.6598,52.4290;42.7200;42.7800;42.7560;42.6140,OK
microbench_h2o,10gb,w6_026,5,36.7100,38.6922,46.3280;36.7100;36.7590;36.9130;36.7510,OK
microbench_h2o,10gb,w6_034,5,56.8480,58.2228,61.5260;57.1990;56.8480;57.5610;57.9800,OK
microbench_h2o,10gb,w6_035,5,368.8960,372.8206,380.8790;368.8960;375.5000;369.4490;369.3790,OK
microbench_clickbench,10,w1_001,5,0.3640,0.6066,1.5100;0.3870;0.3830;0.3890;0.3640,OK
microbench_clickbench,10,w1_002,5,2.4300,2.8226,3.9240;2.6110;2.5720;2.4300;2.5760,OK
microbench_clickbench,10,w1_003,5,2.6110,3.0510,4.5310;2.7150;2.7040;2.6940;2.6110,OK
microbench_clickbench,10,w1_004,5,5.6040,6.0250,7.6520;5.6220;5.6390;5.6080;5.6040,OK
microbench_clickbench,10,w1_005,5,2.6130,2.6424,2.6590;2.6550;2.6130;2.6390;2.6460,OK
microbench_clickbench,10,w1_006,5,9.5830,9.7556,9.8810;9.7260;9.5830;9.8120;9.7760,OK
microbench_clickbench,10,w2_007,5,0.4920,0.8596,2.2700;0.4920;0.5400;0.5010;0.4950,OK
microbench_clickbench,10,w2_008,5,0.3140,0.3178,0.3290;0.3160;0.3140;0.3150;0.3150,OK
microbench_clickbench,10,w2_009,5,1.8800,1.9642,1.9710;2.0720;1.8800;1.9320;1.9660,OK
microbench_clickbench,10,w2_010,5,0.4860,0.4992,0.4910;0.4920;0.5160;0.5110;0.4860,OK
microbench_clickbench,10,w2_018,5,0.7410,0.7706,0.8310;0.7620;0.7670;0.7520;0.7410,OK
microbench_clickbench,10,w2_019,5,0.3260,0.3298,0.3380;0.3320;0.3270;0.3260;0.3260,OK
microbench_clickbench,10,w3_011,5,0.5700,1.8158,6.7370;0.5890;0.5750;0.5700;0.6080,OK
microbench_clickbench,10,w3_012,5,0.5640,0.5780,0.5990;0.5810;0.5750;0.5710;0.5640,OK
microbench_clickbench,10,w3_013,5,0.6040,0.8760,0.6520;1.9120;0.6040;0.6050;0.6070,OK
microbench_clickbench,10,w3_014,5,1.2830,1.3272,1.4690;1.2840;1.2970;1.2830;1.3030,OK
microbench_clickbench,10,w3_015,5,1.1570,1.1666,1.1610;1.1900;1.1620;1.1570;1.1630,OK
microbench_clickbench,10,w3_027,5,1.8790,2.0404,2.2430;1.8810;2.2840;1.8790;1.9150,OK
microbench_clickbench,10,w4_021,5,0.5790,0.5986,0.5970;0.5790;0.5820;0.5830;0.6520,OK
microbench_clickbench,10,w4_022,5,0.8710,3.0552,4.3960;5.0270;4.0190;0.9630;0.8710,OK
microbench_clickbench,10,w4_023,5,1.2290,5.0934,12.0400;6.0690;3.8850;2.2440;1.2290,OK
microbench_clickbench,10,w4_024,5,3.0600,5.9702,17.2710;3.2960;3.1220;3.0600;3.1020,OK
microbench_clickbench,10,w4_025,5,0.7450,0.7794,0.8300;0.7920;0.7450;0.7750;0.7550,OK
microbench_clickbench,10,w4_058,5,2.0600,2.3952,2.8660;2.2720;2.7060;2.0600;2.0720,OK
microbench_clickbench,10,w6_016,5,2.8360,4.2716,9.9750;2.8540;2.8440;2.8490;2.8360,OK
microbench_clickbench,10,w6_017,5,1.3110,1.3402,1.4310;1.3340;1.3120;1.3130;1.3110,OK
microbench_clickbench,10,w6_018,5,0.8560,0.8852,0.9700;0.8580;0.8820;0.8600;0.8560,OK
microbench_clickbench,10,w6_019,5,0.4280,0.5774,1.1030;0.4280;0.4380;0.4360;0.4820,OK
microbench_clickbench,10,w6_020,5,1.2340,1.3072,1.2930;1.4170;1.2340;1.2400;1.3520,OK
microbench_clickbench,10,w6_022,5,1.0280,1.0694,1.1510;1.0280;1.0360;1.0540;1.0780,OK
microbench_clickbench,30,w1_001,5,0.3350,0.5782,1.4040;0.4250;0.3650;0.3620;0.3350,OK
microbench_clickbench,30,w1_002,5,7.1370,7.9406,8.5300;7.8290;9.0110;7.1960;7.1370,OK
microbench_clickbench,30,w1_003,5,7.5210,12.6098,9.3610;27.8280;7.5210;10.8170;7.5220,OK
microbench_clickbench,30,w1_004,5,16.1480,17.1970,18.0970;16.1530;16.1480;19.4240;16.1630,OK
microbench_clickbench,30,w1_005,5,7.2390,9.9370,7.2630;8.8930;7.2390;17.3490;8.9410,OK
microbench_clickbench,30,w1_006,5,27.8330,30.5492,32.8920;31.9520;28.1080;31.9610;27.8330,OK
microbench_clickbench,30,w2_007,5,0.7800,2.8772,2.3670;0.7800;9.6170;0.8270;0.7950,OK
microbench_clickbench,30,w2_008,5,0.7540,0.7590,0.7700;0.7600;0.7570;0.7540;0.7540,OK
microbench_clickbench,30,w2_009,5,7.7780,8.0030,8.7760;7.8290;7.8080;7.7780;7.8240,OK
microbench_clickbench,30,w2_010,5,0.7250,1.0930,2.4660;0.7850;0.7340;0.7250;0.7550,OK
microbench_clickbench,30,w2_018,5,1.9700,3.3534,8.5380;2.0420;1.9840;2.2330;1.9700,OK
microbench_clickbench,30,w2_019,5,3.8340,3.8626,3.8750;3.8920;3.8350;3.8770;3.8340,OK
microbench_clickbench,30,w3_011,5,1.2940,5.8454,23.9730;1.3220;1.3280;1.3100;1.2940,OK
microbench_clickbench,30,w3_012,5,1.2990,1.6516,1.3730;2.7980;1.2990;1.3060;1.4820,OK
microbench_clickbench,30,w3_013,5,1.4130,1.4398,1.4960;1.4330;1.4270;1.4300;1.4130,OK
microbench_clickbench,30,w3_014,5,3.2110,4.7814,10.9050;3.2110;3.2900;3.2280;3.2730,OK
microbench_clickbench,30,w3_015,5,2.8160,3.5918,2.8160;2.9900;6.1970;2.8490;3.1070,OK
microbench_clickbench,30,w3_027,5,5.9510,7.0332,6.9520;9.4500;5.9510;6.4470;6.3660,OK
microbench_clickbench,30,w4_021,5,1.4010,1.6616,1.4420;1.4360;1.4010;1.4090;2.6200,OK
microbench_clickbench,30,w4_022,5,10.1260,26.3680,38.8230;51.4020;16.5240;10.1260;14.9650,OK
microbench_clickbench,30,w4_023,5,19.9420,47.3750,58.1730;58.1570;38.9380;61.6650;19.9420,OK
microbench_clickbench,30,w4_024,5,61.8860,76.8540,64.3310;61.8860;98.5040;95.9000;63.6490,OK
microbench_clickbench,30,w4_025,5,17.7900,18.0080,18.3350;17.9130;18.1910;17.8110;17.7900,OK
microbench_clickbench,30,w4_058,5,6.7080,11.7052,30.5690;7.7990;6.7120;6.7080;6.7380,OK
microbench_clickbench,30,w6_016,5,8.3480,12.5932,29.5530;8.3630;8.3510;8.3510;8.3480,OK
microbench_clickbench,30,w6_017,5,3.5490,3.6042,3.8010;3.5610;3.5490;3.5530;3.5570,OK
microbench_clickbench,30,w6_018,5,17.8770,18.5488,20.9960;18.0190;17.8820;17.9700;17.8770,OK
microbench_clickbench,30,w6_019,5,0.9900,1.0238,1.1170;1.0000;0.9900;1.0100;1.0020,OK
microbench_clickbench,30,w6_020,5,3.0300,4.7286,11.2720;3.0440;3.2450;3.0300;3.0520,OK
microbench_clickbench,30,w6_022,5,2.5310,2.6074,2.6990;2.5860;2.5830;2.6380;2.5310,OK
microbench_clickbench,60,w1_001,5,0.7250,2.5116,1.6720;0.7250;1.1170;7.8290;1.2150,OK
microbench_clickbench,60,w1_002,5,15.9720,17.1130,18.2620;17.5630;17.3750;15.9720;16.3930,OK
microbench_clickbench,60,w1_003,5,17.9240,20.0792,22.6940;20.2370;19.6950;17.9240;19.8460,OK
microbench_clickbench,60,w1_004,5,49.9780,51.1282,50.6090;54.0980;50.6280;50.3280;49.9780,OK
microbench_clickbench,60,w1_005,5,17.5690,19.4234,20.8290;17.6010;20.7880;17.5690;20.3300,OK
microbench_clickbench,60,w1_006,5,77.6510,86.1100,93.4770;90.8850;86.4210;77.6510;82.1160,OK
microbench_clickbench,60,w2_007,5,6.4030,8.3088,6.8190;11.0660;8.5370;6.4030;8.7190,OK
microbench_clickbench,60,w2_008,5,13.1050,15.0480,15.3980;13.1050;16.8920;14.7310;15.1140,OK
microbench_clickbench,60,w2_009,5,31.9540,34.0756,32.8660;34.1310;31.9540;35.1420;36.2850,OK
microbench_clickbench,60,w2_010,5,27.2630,28.9318,28.2620;27.2630;30.7670;28.8770;29.4900,OK
microbench_clickbench,60,w2_018,5,18.4720,19.8512,19.0650;19.4000;22.6640;18.4720;19.6550,OK
microbench_clickbench,60,w2_019,5,33.7430,36.6724,36.1820;34.0970;44.2510;33.7430;35.0890,OK
microbench_clickbench,60,w3_011,5,33.0430,34.9188,37.6970;35.0350;33.9620;33.0430;34.8570,OK
microbench_clickbench,60,w3_012,5,32.9100,35.1118,35.3530;32.9100;34.4450;36.0000;36.8510,OK
microbench_clickbench,60,w3_013,5,35.1940,37.3294,35.2140;38.5580;35.1940;36.6830;40.9980,OK
microbench_clickbench,60,w3_014,5,43.1710,44.2682,43.6080;43.6950;43.1710;45.3810;45.4860,OK
microbench_clickbench,60,w3_015,5,39.7750,40.7614,40.0950;42.2240;40.8460;40.8670;39.7750,OK
microbench_clickbench,60,w3_027,5,40.0280,42.4294,42.0050;40.0280;41.0910;41.7900;47.2330,OK
microbench_clickbench,60,w4_021,5,137.0020,161.2162,161.7260;138.3440;225.4980;137.0020;143.5110,OK
microbench_clickbench,60,w4_022,5,90.4130,174.2352,220.6280;230.5450;90.4130;170.8020;158.7880,OK
microbench_clickbench,60,w4_023,5,157.2110,166.4164,165.7210;162.0660;175.2530;157.2110;171.8310,OK
microbench_clickbench,60,w4_024,5,157.9900,168.5498,157.9900;183.5820;160.7380;170.0260;170.4130,OK
microbench_clickbench,60,w4_025,5,168.0440,181.0990,192.2520;185.0820;168.0440;188.0410;172.0760,OK
microbench_clickbench,60,w4_058,5,62.9270,83.1320,106.2340;62.9270;80.0080;81.9330;84.5580,OK
microbench_clickbench,60,w6_016,5,96.9740,104.2908,100.0770;96.9740;108.2240;102.4440;113.7350,OK
microbench_clickbench,60,w6_017,5,105.5680,109.4380,105.8710;116.2130;110.8300;105.5680;108.7080,OK
microbench_clickbench,60,w6_018,5,174.0150,207.9678,225.0070;219.8960;174.0150;232.4820;188.4390,OK
microbench_clickbench,60,w6_019,5,51.3640,54.4042,54.4330;51.3640;54.6430;55.9850;55.5960,OK
microbench_clickbench,60,w6_020,5,113.7570,121.1722,113.7570;124.3760;126.1210;127.2480;114.3590,OK
microbench_clickbench,60,w6_022,5,30.5660,35.4808,38.4750;37.7280;32.4990;38.1360;30.5660,OK
microbench_clickbench,100,w1_001,5,0.8530,2.2262,5.9910;2.1450;0.8530;0.9060;1.2360,OK
microbench_clickbench,100,w1_002,5,28.3220,29.1832,30.0950;28.3220;29.6390;28.9080;28.9520,OK
microbench_clickbench,100,w1_003,5,29.0740,30.9852,32.8410;29.0740;34.2150;29.2070;29.5890,OK
microbench_clickbench,100,w1_004,5,113.1760,113.8556,115.4280;113.3130;114.1470;113.2140;113.1760,OK
microbench_clickbench,100,w1_005,5,35.6720,37.6510,38.5470;35.6720;37.6400;37.5720;38.8240,OK
microbench_clickbench,100,w1_006,5,177.8570,178.1146,177.8570;177.9120;178.0870;178.3550;178.3620,OK
microbench_clickbench,100,w2_007,5,10.6830,12.6028,12.8370;13.3390;10.6830;11.9560;14.1990,OK
microbench_clickbench,100,w2_008,5,29.1900,32.4652,29.1900;36.8080;29.4650;32.2470;34.6160,OK
microbench_clickbench,100,w2_009,5,59.0580,61.6550,62.2160;63.3620;64.0320;59.0580;59.6070,OK
microbench_clickbench,100,w2_010,5,64.1660,66.7116,66.6970;68.2780;64.1660;67.0640;67.3530,OK
microbench_clickbench,100,w2_018,5,34.8040,37.3908,37.3200;34.8040;35.5270;41.9250;37.3780,OK
microbench_clickbench,100,w2_019,5,78.4500,79.2274,78.7960;78.6930;78.5520;81.6460;78.4500,OK
microbench_clickbench,100,w3_011,5,58.0770,66.5996,66.3720;66.0310;58.0770;73.9720;68.5460,OK
microbench_clickbench,100,w3_012,5,55.1580,58.0060,55.1580;59.5280;56.4440;57.5820;61.3180,OK
microbench_clickbench,100,w3_013,5,58.6490,61.5770,59.8880;62.3690;58.6490;62.9570;64.0220,OK
microbench_clickbench,100,w3_014,5,65.8700,67.7826,68.9650;67.9900;65.8700;68.8950;67.1930,OK
microbench_clickbench,100,w3_015,5,68.5690,71.2524,71.1270;75.5480;69.5220;68.5690;71.4960,OK
microbench_clickbench,100,w3_027,5,67.4810,71.4552,72.8760;69.3090;73.6430;67.4810;73.9670,OK
microbench_clickbench,100,w4_021,5,224.5140,324.5150,224.5140;341.9940;380.3430;312.1870;363.5370,OK
microbench_clickbench,100,w4_022,5,160.7100,183.1118,160.7100;204.3010;194.8470;180.8520;174.8490,OK
microbench_clickbench,100,w4_023,5,133.4090,143.1956,143.9200;148.4330;133.4090;148.7800;141.4360,OK
microbench_clickbench,100,w4_024,5,477.7810,511.5850,477.7810;534.9610;503.2450;479.7660;562.1720,OK
microbench_clickbench,100,w4_025,5,275.6930,325.5736,321.6030;300.9960;275.6930;369.3490;360.2270,OK
microbench_clickbench,100,w4_058,5,124.6150,127.7556,132.3780;124.6150;130.1100;127.0140;124.6610,OK
microbench_clickbench,100,w6_016,5,203.7990,215.5250,212.5790;207.4890;224.0200;203.7990;229.7380,OK
microbench_clickbench,100,w6_017,5,191.0770,200.5134,191.0770;198.5420;202.0880;202.4750;208.3850,OK
microbench_clickbench,100,w6_018,5,260.0570,316.8706,315.2170;402.7390;260.0570;316.2250;290.1150,OK
microbench_clickbench,100,w6_019,5,102.8040,105.6332,105.1130;102.8040;110.0880;105.2210;104.9400,OK
microbench_clickbench,100,w6_020,5,222.1370,231.0586,222.1370;239.0360;238.5700;228.4480;227.1020,OK
microbench_clickbench,100,w6_022,5,75.6790,82.5388,75.6800;85.2390;75.6790;90.7850;85.3110,OK
