run_id,benchmark,sf,query,n_reps,min_s,avg_s,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf1gb_q1,h2o,1gb,q1,33335,0.0030,0.0033,20.26,244,205,38.0,43.3,15825,5.6,61,0.11,109.4,1.9,0.33,OK
h2o_sf1gb_q10,h2o,1gb,q10,10000,0.0090,0.0100,22.84,275,270,41.8,65.3,15837,6.0,82,0.38,122.5,1.9,1.10,OK
h2o_sf1gb_q2,h2o,1gb,q2,25000,0.0040,0.0046,20.89,253,211,38.6,46.6,15803,5.0,71,0.15,122.0,1.9,0.49,OK
h2o_sf1gb_q3,h2o,1gb,q3,20000,0.0050,0.0058,21.04,255,212,39.5,50.1,15835,7.9,74,0.20,110.5,1.8,0.55,OK
h2o_sf1gb_q4,h2o,1gb,q4,33335,0.0030,0.0036,20.33,244,197,37.8,43.8,15801,2.1,32,0.11,110.2,1.8,0.33,OK
h2o_sf1gb_q5,h2o,1gb,q5,20000,0.0050,0.0057,20.59,247,203,39.4,49.7,15819,8.2,78,0.20,109.4,1.9,0.55,OK
h2o_sf1gb_q6,h2o,1gb,q6,16670,0.0050,0.0061,20.74,250,211,39.8,50.8,15817,4.6,74,0.20,108.3,1.8,0.54,OK
h2o_sf1gb_q7,h2o,1gb,q7,25000,0.0030,0.0041,20.39,247,241,38.6,48.7,15797,5.1,69,0.12,110.7,1.8,0.33,OK
h2o_sf1gb_q8,h2o,1gb,q8,10000,0.0100,0.0104,21.44,259,162,40.6,55.4,15841,8.7,87,0.41,107.7,1.8,1.08,OK
h2o_sf1gb_q9,h2o,1gb,q9,7695,0.0120,0.0132,22.24,271,224,43.2,67.9,15839,14.8,80,0.52,108.5,1.8,1.30,OK
